""	"RCC3-1_None_Tumor"	"RCC3-10_None_Stroma"	"RCC3-11_None_Tumor"	"RCC3-12_None_Stroma"	"RCC3-13_None_Tumor"	"RCC3-15_None_Tumor"	"RCC3-19_None_Tumor"	"RCC3-2_None_Stroma"	"RCC3-20_None_Stroma"	"RCC3-21_None_Tumor"	"RCC3-22_None_Stroma"	"RCC3-3_None_Tumor"	"RCC3-4_None_Stroma"	"RCC3-5_None_Tumor"	"RCC3-7_None_Tumor"	"RCC3-8_None_Stroma"	"RCC3-9_None_Tumor"	"RCC4-1_Ipi + Nivo_Tumor"	"RCC4-10_None_Stroma"	"RCC4-11_None_Tumor"	"RCC4-13_None_Tumor"	"RCC4-14_None_Tumor"	"RCC4-16_None_Stroma"	"RCC4-17_Pembrolizumab and Axitnib_Stroma"	"RCC4-18_Pembrolizumab and Axitnib_Stroma"	"RCC4-19_Pembrolizumab and Axitnib_Tumor"	"RCC4-2_Ipi + Nivo_Stroma"	"RCC4-20_Pembrolizumab and Axitnib_Stroma"	"RCC4-21_Pembrolizumab and Axitnib_Tumor"	"RCC4-22_Pembrolizumab and Axitnib_Tumor"	"RCC4-3_Ipi + Nivo_Tumor"	"RCC4-4_Ipi + Nivo_Stroma"	"RCC4-5_Pembrolizumab and Axitnib_Tumor"	"RCC4-6_Pembrolizumab and Axitnib_Stroma"	"RCC4-7_Pembrolizumab and Axitnib_Tumor"	"RCC4-8_Pembrolizumab and Axitnib_Stroma"	"RCC5-1_Pembrolizumab and Axitnib_Tumor"	"RCC5-10_None_Stroma"	"RCC5-11_None_Tumor"	"RCC5-12_None_Stroma"	"RCC5-15_None_Tumor"	"RCC5-16_None_Stroma"	"RCC5-19_Pembrolizumab and Axitnib_Tumor"	"RCC5-2_Pembrolizumab and Axitnib_Stroma"	"RCC5-21_None_Tumor"	"RCC5-23_None_Tumor"	"RCC5-5_None_Tumor"	"RCC5-7_None_Tumor"	"RCC5-8_None_Stroma"	"RCC5-9_None_Tumor"
"CD3E"	0	0	1.99130826597491	2.59233548235771	1.78306268190063	3.06304304455341	2.75403531434403	0	0	2.51789875472167	0	3.0499992165554	0	0	0	0	0	0	0	0	0	0	5.98074945021159	0	0	1.33562034266272	2.2539900866877	1.90862732886202	0	0	2.19328368553634	3.10218284644158	2.57325095066273	1.76117604585597	1.92544950968523	1.85634439809126	0	0	3.28451117467608	0	0	0	3.64398532183123	0	0	3.03504818400374	0	2.81926846094208	0	0
"CD3G"	2.18733050369102	0	0	2.59233548235771	1.78306268190063	2.15723658318163	0	0	0	3.16989636114078	0	2.83862586425164	0	0	0	0	0	0	0	0	0	0	0	0	2.10786596166046	1.75855343247533	2.53135676910817	2.15853385752151	0	0	2.37346409023171	2.45300563550889	2.38306314150326	0	2.54289734536132	2.46814987195636	0	0	1.66442885886046	0	0	0	0	0	0	0	3.43205371587043	2.44319202542805	0	0
"CD4"	2.18733050369102	0	1.99130826597491	3.11934910415411	0	2.15723658318163	3.41482953045221	0	0	2.51789875472167	0	1.85067084932289	0	0	3.43786618529924	0	0	3.19593153661202	5.32340810793833	0	0	2.96785655597551	0	3.96422802876736	3.12201129234711	3.08271178994026	3.04909379489763	3.09379743165744	1.86309641273877	2.45332933989141	2.71861367961178	2.71894437346008	2.51378534955677	3.22272383346437	2.54289734536132	2.46814987195636	0	2.98196756108314	2.6281383437777	0	0	3.62069794169786	4.04069624761159	3.12408724813577	2.73093319654561	0	0	2.44319202542805	0	3.81504279284179
"CD40"	0	0	1.99130826597491	0	0	1.80798367205103	0	0	0	0	0	0	0	3.36768211680924	0	0	0	0	0	0	0	2.96785655597551	0	3.28988561019803	2.10786596166046	1.52671403112209	1.77016301670626	1.90862732886202	0	0	1.84209360170196	1.51316409567626	2.62937799492651	2.73811575681904	2.54289734536132	2.20832337106105	0	0	1.66442885886046	0	0	0	0	0	0	0	0	2.44319202542805	0	0
"CD40LG"	0	0	1.99130826597491	0	1.78306268190063	0	0	0	0	2.51789875472167	0	1.30346795599205	0	0	0	0	0	1.92544950968523	0	0	4.06009910624668	0	0	0	0	1.33562034266272	1.77016301670626	1.35374862108525	0	0	1.29605977424869	1.51316409567626	0.921694600176867	0	1.92544950968523	1.30837295618739	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CD44"	2.18733050369102	0	2.61375573973199	3.11934910415411	2.38840410510257	2.93616734369807	2.75403531434403	0	4.0517358186181	2.51789875472167	0	2.66793757898472	0	3.36768211680924	0	3.4584982354995	4.43477720005941	1.92544950968523	0	0	0	3.6349608482861	0	0	3.39861511579855	2.46886869549476	2.95851260186271	3.13627640209604	3.91188146029951	0	3.37822158358756	3.99113261283035	3.55691227671938	3.67767230970499	2.54289734536132	2.67419985782844	0	4.04620025685669	4.30142836585258	0	0	0	3.64398532183123	3.12408724813577	0	3.7038656085508	3.43205371587043	3.63188640016007	3.24853074860739	0
"CD47"	0	3.71552528769737	0	2.9725357600377	2.38840410510257	2.79082256679634	0	4.31847528044767	0	2.51789875472167	0	2.57025806652071	0	0	0	0	0	2.54289734536132	0	0	3.38405218891788	0	0	0	2.73834116112488	2.24146067657853	2.04105660364397	2.66738508580256	0	3.10252109919077	2.37346409023171	2.45300563550889	2.38306314150326	0	1.92544950968523	2.46814987195636	0	0	2.25814306368322	0	0	0	2.97665005709066	0	0	3.03504818400374	0	0	0	0
"CD48"	0	0	1.99130826597491	2.80039686002806	3.03457705490354	3.45280373775537	0	0	0	0	0	1.61404041982282	0	0	0	0	0	0	0	0	0	0	0	0	0	2.96607011916048	2.57866458126817	2.7317383073463	1.86309641273877	2.45332933989141	2.92847619890372	3.10218284644158	2.05552762915366	3.39838217771157	2.54289734536132	2.46814987195636	0	2.98196756108314	2.89760227597338	0	4.32581158608494	0	0	0	0	0	0	3.48213705546869	0	3.42053581027297
"CD52"	2.18733050369102	0	4.34252314909643	3.36079591400818	1.78306268190063	2.93616734369807	0	0	0	3.56125985678807	3.85643199002821	2.66793757898472	0	3.36768211680924	0	0	0	3.19593153661202	0	5.04243206817825	3.38405218891788	0	0	0	2.73834116112488	2.90221579216917	3.25686611766017	3.04943363692121	1.86309641273877	0	3.37822158358756	3.59486446917683	2.78101948256935	3.22272383346437	1.92544950968523	2.34665171675163	0	0	2.89760227597338	0	0	4.70130647075472	0	0	0	3.7038656085508	0	2.81926846094208	0	0
"CD53"	3.48570915341432	3.71552528769737	2.61375573973199	2.80039686002806	2.76279949914037	2.41558143365204	2.75403531434403	0	0	4.06065924163933	0	2.66793757898472	0	0	3.43786618529924	4.13578175208627	0	3.58765993285183	0	0	3.38405218891788	2.96785655597551	0	3.28988561019803	3.94380469307565	3.28171998933935	3.07755161291001	3.32519854259609	3.33997037376611	2.45332933989141	3.31595435172927	3.24989125157199	2.62937799492651	3.5477460898418	3.58765993285183	3.11800247415952	0	0	1.66442885886046	5.8952807974468	0	0	3.64398532183123	3.12408724813577	3.78513479817016	0	0	2.81926846094208	4.32091457972478	3.42053581027297
"CD55"	0	0	2.99449811570996	0	1.78306268190063	1.80798367205103	0	0	0	2.51789875472167	0	2.34056975510801	0	0	0	0	0	2.54289734536132	0	0	0	2.96785655597551	0	3.28988561019803	2.10786596166046	2.24146067657853	1.66066969832265	1.90862732886202	2.85249532919858	0	0	1.51316409567626	1.95362105139504	2.36448459280736	0	2.34665171675163	0	2.98196756108314	0	0	0	0	0	0	0	0	0	2.44319202542805	0	2.75956043448145
"CD58"	0	0	2.61375573973199	1.40860239086312	2.38840410510257	2.6207004358111	3.80927345731104	0	0	0	0	2.04188365339328	0	0	0	4.13578175208627	0	1.92544950968523	0	0	0	2.96785655597551	0	0	2.73834116112488	1.825254151999	1.77016301670626	2.15853385752151	2.47547197257124	0	2.71861367961178	2.92881131326127	2.73298273736109	2.36448459280736	2.54289734536132	2.04774074807844	0	2.98196756108314	0	0	0	0	2.97665005709066	3.79500055002248	0	0	0	1.83335888087173	0	0
"CD59"	0	0	2.99449811570996	1.97136480093404	2.38840410510257	2.41558143365204	0	0	0	0	0	2.66793757898472	0	0	4.1148163096503	0	0	1.92544950968523	0	0	0	0	0	0	3.12201129234711	1.825254151999	2.18792503035355	2.15853385752151	2.47547197257124	0	1.51288802645843	2.45300563550889	2.51378534955677	1.76117604585597	1.92544950968523	2.04774074807844	0	0	0	0	0	3.62069794169786	0	0	2.73093319654561	0	0	0	0	2.75956043448145
"CD5L"	0	0	0	1.40860239086312	0	1.26668548169973	3.80927345731104	0	0	0	0	1.30346795599205	0	0	0	0	0	0	0	0	0	0	0	0	0	1.43572485828435	1.39745226803168	0.671568134320715	2.47547197257124	0	1.51288802645843	0	1.18488764321578	0	1.92544950968523	0.85444692513942	0	0	0	0	0	0	0	0	0	0	0	1.83335888087173	0	2.75956043448145
"CD63"	3.48570915341432	3.71552528769737	3.26958577393738	3.11934910415411	3.03457705490354	3.1756186304206	2.75403531434403	0	3.37583128432807	3.84181584429396	0	3.57980561718956	0	0	4.1148163096503	3.4584982354995	5.34392787780009	3.58765993285183	0	0	4.74458523307259	4.31482775134058	0	3.96422802876736	4.19080441285452	4.00815826538626	3.6090134608257	3.74156871987939	3.12564730923215	4.4545326335989	3.31595435172927	2.0896582942802	3.67871368458708	3.89574668352298	4.34584231462545	3.84807150425621	3.32797129238541	4.04620025685669	3.10965347218599	0	0	3.62069794169786	3.64398532183123	5.16428895602064	4.28683660547041	3.7038656085508	0	3.63188640016007	4.32091457972478	3.81504279284179
"CD68"	4.27947510962711	0	5.48626558975082	4.43599789141518	4.25238249556947	3.9006045058309	5.40082086363582	0	3.37583128432807	4.83966976540846	0	4.41645624188827	0	4.04344433028741	3.43786618529924	4.13578175208627	0	4.82046579944081	0	5.04243206817825	5.65564309583104	5.00126806503891	0	4.36334547132513	4.29465037155919	5.00209283250629	4.7700356993638	4.73586417579124	4.69932663473133	5.20213060712337	4.88260077605044	4.32231121343197	4.25735766857021	3.79264230864847	4.48721358518228	4.87219379722157	5.24265688148579	4.32950056811906	4.51015332504595	0	5.41556958141032	3.62069794169786	4.87789457931527	4.4768426212386	5.06776660729798	4.10108745431059	3.43205371587043	4.50349877592949	4.60526919098792	0
"CD69"	0	0	0	2.59233548235771	0	1.26668548169973	0	0	0	2.51789875472167	0	1.61404041982282	0	0	0	0	0	0	0	0	0	2.96785655597551	0	0	2.73834116112488	1.22436869527222	2.11718468899348	2.15853385752151	2.47547197257124	0	1.97334329083547	3.10218284644158	1.95362105139504	3.22272383346437	1.92544950968523	2.84496118765243	3.32797129238541	2.98196756108314	1.66442885886046	0	0	0	0	0	0	0	0	2.44319202542805	0	2.75956043448145
"CD70"	0	0	2.61375573973199	2.59233548235771	2.38840410510257	1.80798367205103	0	0	0	2.51789875472167	0	1.61404041982282	5.94213468036329	0	0	0	0	2.54289734536132	0	0	0	2.96785655597551	0	3.28988561019803	0	1.09917260245848	1.03919093954316	1.35374862108525	0	2.45332933989141	0.633904346997085	1.51316409567626	1.18488764321578	2.36448459280736	0	0.85444692513942	0	0	1.66442885886046	0	0	0	0	0	0	0	0	0	0	0
"CD74"	6.38747582555843	6.55450703663415	5.77944837239834	6.22398060262196	6.29219294846769	6.01956647290558	5.90983970616846	7.0140153898828	5.64716230078459	6.19707095315365	6.40167148138717	6.35196076455335	4.84876147788786	5.53378798771994	6.24036978378196	5.91412651184157	5.81213849929383	5.40991585478042	6.01411425806855	6.29057149107537	6.78467297053926	6.00857743048158	4.88717829718617	5.65332295923866	6.12365759878359	6.03584119158678	5.89366407281964	6.10706382285371	5.90188194534403	6.27730046907578	5.76146680720714	5.9765018879635	5.94054837325633	5.82407908224326	5.79624291781685	6.10451323362478	5.77944837239834	6.06775779700378	6.0316885041671	6.84909701970852	5.01232540733846	6.48546764411839	5.76070946645149	6.57701441272184	6.22089247101123	6.16593772905727	5.34986960944146	6.36136237574612	6.67592310053177	6.09759547598049
"CD79A"	0	0	0	0	1.78306268190063	1.26668548169973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.588160242310368	1.23428042611835	0.671568134320715	1.86309641273877	0	0	0	1.18488764321578	0	0	0	0	0	0	0	0	0	0	3.12408724813577	0	0	0	1.83335888087173	0	0
"CD80"	2.18733050369102	0	0	2.80039686002806	1.78306268190063	1.80798367205103	0	0	4.45138667038622	3.56125985678807	0	1.61404041982282	0	0	4.1148163096503	0	0	1.92544950968523	0	0	0	2.96785655597551	0	3.28988561019803	0	2.28313702071483	1.66066969832265	1.57468432721998	2.47547197257124	0	2.08934806188263	2.0896582942802	1.71210978590292	2.36448459280736	2.54289734536132	2.67419985782844	3.32797129238541	0	2.89760227597338	0	0	0	2.97665005709066	0	0	4.60526919098792	0	2.81926846094208	3.24853074860739	0
"CD81"	4.27947510962711	0	4.34252314909643	3.24734194735429	2.38840410510257	3.36866611435917	3.41482953045221	0	0	2.51789875472167	0	3.16957513748456	0	3.36768211680924	0	4.13578175208627	0	3.41085572505517	0	0	0	4.03159206307348	0	0	4.29465037155919	2.53447049806614	3.38851350055238	3.39179084319132	1.86309641273877	3.99148023969374	2.92847619890372	3.49255090741425	2.91266484061695	3.22272383346437	3.73785092803763	3.46735046880912	4.00302283373135	3.64944148889872	0	0	0	5.20849211697428	3.64398532183123	3.12408724813577	3.78513479817016	3.7038656085508	3.43205371587043	1.83335888087173	3.92207136108167	3.81504279284179
"CD83"	0	3.71552528769737	1.99130826597491	0	0	1.80798367205103	0	0	0	0	0	2.20233716928548	0	0	4.1148163096503	0	0	1.92544950968523	0	0	0	0	0	3.28988561019803	3.12201129234711	2.10487206299627	1.66066969832265	1.35374862108525	0	0	1.29605977424869	1.51316409567626	2.05552762915366	3.00949258639421	1.92544950968523	2.04774074807844	0	0	1.66442885886046	0	0	0	0	3.79500055002248	0	3.7038656085508	0	0	0	2.75956043448145
"CD84"	3.20818598013571	0	2.61375573973199	2.59233548235771	0	2.6207004358111	3.41482953045221	0	0	2.51789875472167	0	3.0499992165554	0	3.36768211680924	4.1148163096503	3.4584982354995	0	3.19593153661202	0	0	0	2.96785655597551	0	0	2.73834116112488	2.53447049806614	2.62383509470148	3.09379743165744	2.47547197257124	3.99148023969374	2.65846325941287	3.37856355483282	2.73298273736109	3.22272383346437	1.92544950968523	3.11800247415952	0	2.98196756108314	3.10965347218599	0	0	3.62069794169786	2.97665005709066	3.12408724813577	0	3.03504818400374	0	2.44319202542805	0	0
"CD86"	0	0	1.99130826597491	2.80039686002806	0	0	0	0	0	2.51789875472167	0	2.46199405543989	0	0	3.43786618529924	0	0	2.54289734536132	0	0	4.06009910624668	0	0	3.96422802876736	2.73834116112488	2.8340042840684	1.66066969832265	2.66738508580256	0	2.45332933989141	2.52608256397219	2.45300563550889	2.14800295942594	2.36448459280736	0	1.85634439809126	0	0	1.66442885886046	0	0	3.62069794169786	0	0	2.73093319654561	3.03504818400374	3.43205371587043	2.44319202542805	0	3.42053581027297
"CD8A"	2.82273420624622	0	1.99130826597491	2.32929562660649	3.24805504478988	3.60242176711145	2.75403531434403	0	0	0	0	2.66793757898472	5.94213468036329	0	0	0	0	1.92544950968523	0	0	0	0	0	0	0	1.61011025131821	2.82336406234287	1.57468432721998	1.86309641273877	0	2.45268205559046	2.92881131326127	2.38306314150326	0	1.92544950968523	2.57647257761808	0	0	0	0	0	0	0	0	0	0	0	1.83335888087173	0	0
"CD8B"	0	0	0	1.97136480093404	2.38840410510257	0	0	0	0	0	3.85643199002821	1.85067084932289	0	0	0	0	0	0	0	0	0	2.96785655597551	0	0	2.73834116112488	0.788915822269023	1.86884192234431	1.75553127446859	1.86309641273877	0	1.29605977424869	1.51316409567626	1.18488764321578	1.76117604585597	1.92544950968523	1.30837295618739	0	2.98196756108314	0	0	0	0	0	0	0	0	0	0	0	0
"CD9"	0	0	2.99449811570996	2.32929562660649	1.78306268190063	2.79082256679634	2.75403531434403	0	0	2.51789875472167	0	2.04188365339328	0	0	0	4.53590255148251	4.43477720005941	1.92544950968523	0	0	3.38405218891788	3.6349608482861	0	3.28988561019803	2.10786596166046	1.94663049485243	1.95865192788642	2.15853385752151	2.47547197257124	3.10252109919077	1.51288802645843	2.0896582942802	1.95362105139504	0	1.92544950968523	2.46814987195636	0	4.04620025685669	2.25814306368322	0	4.32581158608494	4.9867151103786	0	3.12408724813577	3.39095863045369	0	0	0	0	3.81504279284179
"CDH1"	2.18733050369102	0	1.99130826597491	1.97136480093404	1.78306268190063	0	0	0	0	0	0	1.61404041982282	0	0	0	0	0	0	0	0	0	0	0	3.28988561019803	2.10786596166046	1.22436869527222	1.23428042611835	1.06973549262296	0	0	1.51288802645843	2.0896582942802	0.563478671338737	0	0	1.30837295618739	0	0	1.66442885886046	0	0	0	0	0	0	0	0	2.44319202542805	0	0
"CDH11"	0	0	1.99130826597491	1.40860239086312	1.78306268190063	1.80798367205103	0	0	0	0	0	2.04188365339328	0	0	0	0	0	1.92544950968523	0	0	0	0	0	0	0	0.956028668901459	1.03919093954316	1.06973549262296	0	0	1.51288802645843	0	1.84013872929456	2.73811575681904	0	0.85444692513942	0	0	0	0	0	0	0	0	0	0	3.43205371587043	0	0	0
"CDH5"	0	0	1.99130826597491	1.40860239086312	0	1.26668548169973	0	0	0	0	0	1.61404041982282	0	3.36768211680924	0	0	0	0	0	0	0	0	0	0	0	0.956028668901459	1.39745226803168	0	1.86309641273877	0	1.01881537182781	1.51316409567626	0.563478671338737	0	1.92544950968523	1.85634439809126	0	0	1.66442885886046	0	0	0	0	0	0	0	0	0	0	0
"CDKN1A"	2.18733050369102	4.39642646568025	1.99130826597491	1.40860239086312	2.38840410510257	2.93616734369807	0	0	0	0	0	1.30346795599205	0	0	3.43786618529924	0	0	1.92544950968523	0	0	0	2.96785655597551	0	0	2.73834116112488	1.43572485828435	1.95865192788642	2.3583075837141	2.85249532919858	0	1.01881537182781	2.0896582942802	2.73298273736109	2.73811575681904	0	2.67419985782844	0	0	1.66442885886046	0	0	0	3.64398532183123	0	0	3.7038656085508	0	3.63188640016007	4.32091457972478	0
"CDKN3"	0	0	1.99130826597491	0	0	1.26668548169973	0	0	0	0	0	1.61404041982282	0	0	0	0	0	1.92544950968523	0	0	0	2.96785655597551	0	0	0	1.75855343247533	1.23428042611835	1.57468432721998	0	0	1.51288802645843	0	0.563478671338737	0	0	2.20832337106105	0	0	1.66442885886046	0	0	0	0	0	0	0	3.43205371587043	0	0	0
"CEACAM1"	0	0	0	0	0	0	0	0	0	0	0	1.61404041982282	0	0	0	0	0	1.92544950968523	0	0	0	0	0	0	0	1.43572485828435	0.796584527853779	1.35374862108525	1.86309641273877	2.45332933989141	0.633904346997085	0	1.56524892200075	0	1.92544950968523	0.85444692513942	0	0	1.66442885886046	0	0	0	0	0	0	0	0	0	0	0
"CEACAM6"	0	0	0	1.40860239086312	1.78306268190063	1.26668548169973	0	0	0	2.51789875472167	0	1.85067084932289	0	0	0	0	0	0	0	0	0	0	0	0	0	1.43572485828435	0.796584527853779	0.671568134320715	0	0	0	2.45300563550889	0.563478671338737	1.76117604585597	0	1.30837295618739	0	0	0	0	0	0	0	0	2.73093319654561	3.03504818400374	0	0	0	0
"CELSR1"	0	0	0	0	1.78306268190063	1.26668548169973	0	0	0	0	0	1.30346795599205	0	0	0	0	0	0	0	0	0	0	5.57654701048849	0	0	0.956028668901459	0.475598144981732	1.06973549262296	2.85249532919858	0	0	0	1.56524892200075	1.76117604585597	1.92544950968523	0	0	0	1.66442885886046	0	0	0	0	0	0	0	0	1.83335888087173	0	0
"CELSR2"	2.18733050369102	0	0	0	0	1.26668548169973	0	0	0	0	0	1.30346795599205	0	3.36768211680924	0	0	0	0	0	0	0	0	0	0	0	0.956028668901459	0.796584527853779	0	0	0	0	0	0.921694600176867	0	1.92544950968523	1.30837295618739	3.32797129238541	2.98196756108314	0	0	0	0	0	0	0	0	0	0	0	0
"CENPF"	2.82273420624622	0	0	2.32929562660649	0	2.15723658318163	2.75403531434403	0	0	0	0	1.61404041982282	0	0	0	0	0	0	0	0	0	0	0	0	2.10786596166046	1.09917260245848	1.23428042611835	1.06973549262296	1.86309641273877	2.45332933989141	1.51288802645843	2.0896582942802	1.39304464601468	0	0	0	0	0	0	0	0	0	0	0	0	3.03504818400374	0	0	0	0
"CFD"	0	0	3.26958577393738	1.40860239086312	0	2.15723658318163	2.75403531434403	0	0	0	0	1.61404041982282	0	0	3.43786618529924	0	0	0	0	0	0	0	0	0	2.73834116112488	2.39865925924385	1.77016301670626	2.04136702186501	0	0	1.51288802645843	2.0896582942802	1.56524892200075	1.76117604585597	0	1.30837295618739	0	0	1.66442885886046	0	0	0	0	0	2.73093319654561	0	0	0	0	2.75956043448145
"CFLAR"	0	0	0	1.97136480093404	2.76279949914037	2.15723658318163	2.75403531434403	0	0	2.51789875472167	3.85643199002821	2.20233716928548	0	0	0	0	0	0	0	0	3.38405218891788	0	0	0	2.10786596166046	0.956028668901459	2.42944655334023	1.90862732886202	0	0	1.29605977424869	1.51316409567626	2.23264580739924	1.76117604585597	0	1.85634439809126	3.32797129238541	0	1.66442885886046	0	0	0	0	0	2.73093319654561	0	0	0	0	2.75956043448145
"CHEK1"	0	0	0	1.40860239086312	0	0	2.75403531434403	0	0	0	0	0.850587525780985	0	0	0	0	0	0	0	0	0	2.96785655597551	0	0	0	2.05485638858631	1.53769652400313	1.06973549262296	0	0	1.51288802645843	0	1.95362105139504	0	0	1.30837295618739	0	0	1.66442885886046	0	0	0	0	0	0	0	0	1.83335888087173	0	0
"CHEK2"	2.18733050369102	0	1.99130826597491	1.40860239086312	0	0	0	0	0	0	0	0	0	0	0	3.4584982354995	0	0	0	0	0	0	0	0	0	0.956028668901459	1.53769652400313	1.35374862108525	0	0	2.08934806188263	2.45300563550889	0.921694600176867	0	1.92544950968523	0	3.32797129238541	2.98196756108314	1.66442885886046	0	0	0	0	0	0	0	0	1.83335888087173	0	0
"CHGA"	0	0	1.99130826597491	1.40860239086312	0	0	0	0	0	0	0	0	0	0	0	0	0	1.92544950968523	0	0	0	2.96785655597551	0	0	0	1.22436869527222	1.03919093954316	0.671568134320715	0	0	1.01881537182781	0	0.921694600176867	0	0	0.85444692513942	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CHI3L1"	2.18733050369102	0	0	2.59233548235771	0	0	0	0	0	2.51789875472167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.10786596166046	2.36161510569262	1.77016301670626	2.2634011396476	1.86309641273877	0	1.29605977424869	2.0896582942802	2.38306314150326	1.76117604585597	0	1.30837295618739	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CIDEA"	0	0	0	0	0	0	0	0	0	0	0	0.850587525780985	0	0	0	0	0	1.92544950968523	0	0	0	0	0	0	2.10786596166046	0.956028668901459	1.03919093954316	1.35374862108525	0	0	0.633904346997085	0	0.921694600176867	0	0	1.61943235365141	3.32797129238541	0	0	0	0	0	0	0	0	0	0	1.83335888087173	0	0
"CIITA"	2.18733050369102	3.71552528769737	2.99449811570996	3.71778399266388	3.03457705490354	3.1756186304206	2.75403531434403	0	4.45138667038622	0	0	3.27636765055576	0	3.36768211680924	0	3.4584982354995	0	3.41085572505517	0	0	4.45979852140813	2.96785655597551	0	3.96422802876736	0	2.36161510569262	3.13214719435617	3.32519854259609	3.12564730923215	3.99148023969374	1.69097711722387	3.37856355483282	3.22750805260904	1.76117604585597	2.54289734536132	2.67419985782844	0	2.98196756108314	2.89760227597338	0	0	3.62069794169786	4.04069624761159	3.79500055002248	4.06712424787973	0	3.43205371587043	1.83335888087173	3.92207136108167	3.81504279284179
"CLCF1"	0	0	1.99130826597491	1.97136480093404	0	1.80798367205103	0	0	0	0	0	0.850587525780985	0	0	0	0	0	0	0	0	0	0	0	0	0	0.336712409546873	1.39745226803168	1.35374862108525	0	0	0.633904346997085	0	1.71210978590292	0	0	1.61943235365141	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CLDN4"	0	0	0	0	3.03457705490354	2.79082256679634	0	0	0	0	0	1.61404041982282	0	0	0	3.4584982354995	0	0	0	0	0	0	0	0	0	1.825254151999	1.03919093954316	1.35374862108525	0	0	0.633904346997085	1.51316409567626	1.18488764321578	0	0	1.61943235365141	0	2.98196756108314	0	0	0	0	0	0	2.73093319654561	0	0	0	0	0
"CLEC10A"	2.82273420624622	0	0	0	0	0	0	0	0	0	0	1.30346795599205	0	0	0	0	0	3.19593153661202	0	0	0	2.96785655597551	0	0	0	1.52671403112209	2.2539900866877	2.2634011396476	0	2.45332933989141	1.01881537182781	2.45300563550889	1.39304464601468	0	0	0	0	0	0	0	0	0	0	3.12408724813577	2.73093319654561	0	0	0	0	0
"CLEC12A"	3.48570915341432	3.71552528769737	3.48509582939737	2.59233548235771	2.38840410510257	0	0	0	0	3.16989636114078	0	1.30346795599205	0	0	0	3.4584982354995	0	3.19593153661202	0	0	3.38405218891788	0	0	0	0	2.53447049806614	2.18792503035355	2.3583075837141	0	2.45332933989141	2.2874265325632	2.45300563550889	2.23264580739924	0	0	2.34665171675163	3.32797129238541	0	3.10965347218599	0	0	0	0	0	2.73093319654561	0	0	1.83335888087173	0	0
"CLEC14A"	0	0	0	0	0	0	0	0	0	0	0	0.850587525780985	0	0	0	0	0	0	0	0	0	0	0	0	0	0.336712409546873	1.39745226803168	0.671568134320715	0	2.45332933989141	0.633904346997085	0	0.921694600176867	0	1.92544950968523	1.30837295618739	0	0	0	0	0	0	0	0	0	0	0	1.83335888087173	0	0
"CLEC1A"	0	0	0	1.40860239086312	1.78306268190063	1.26668548169973	0	0	0	0	0	0.850587525780985	0	0	3.43786618529924	0	0	0	0	0	0	0	5.57654701048849	0	0	0.956028668901459	0	0.671568134320715	1.86309641273877	0	1.69097711722387	2.0896582942802	1.18488764321578	0	0	0	0	0	0	0	0	0	0	0	0	0	3.43205371587043	0	0	0
"CLEC2B"	0	0	2.99449811570996	2.32929562660649	1.78306268190063	2.15723658318163	2.75403531434403	0	0	0	0	0.850587525780985	0	3.36768211680924	0	0	0	1.92544950968523	0	0	4.06009910624668	0	0	0	3.12201129234711	2.00220683325116	2.11718468899348	1.35374862108525	0	2.45332933989141	1.01881537182781	2.0896582942802	2.23264580739924	1.76117604585597	0	1.30837295618739	0	0	0	0	0	0	0	0	2.73093319654561	3.03504818400374	0	0	0	3.42053581027297
"CLEC2D"	2.82273420624622	0	0	2.80039686002806	2.38840410510257	2.15723658318163	0	0	0	0	0	1.61404041982282	0	0	3.43786618529924	0	0	0	0	0	0	2.96785655597551	0	0	0	1.33562034266272	2.70848045179075	1.90862732886202	2.47547197257124	0	2.08934806188263	2.71894437346008	2.38306314150326	1.76117604585597	2.54289734536132	1.85634439809126	0	0	2.6281383437777	0	0	0	0	0	0	3.03504818400374	0	0	0	0
"CLEC4A"	0	0	0	2.59233548235771	0	0	0	5.00494009484713	0	2.51789875472167	0	1.61404041982282	0	0	0	0	0	0	0	0	0	0	0	0	2.10786596166046	2.15250487706809	1.53769652400313	0.671568134320715	0	0	1.97334329083547	2.0896582942802	2.57325095066273	0	2.54289734536132	2.20832337106105	3.32797129238541	0	2.6281383437777	0	0	0	0	0	0	0	0	0	0	3.42053581027297
"CLEC4D"	0	0	0	0	1.78306268190063	0	0	0	3.37583128432807	0	0	0.850587525780985	0	0	0	0	0	0	0	0	0	2.96785655597551	0	0	0	0.956028668901459	1.53769652400313	1.57468432721998	0	0	1.51288802645843	2.0896582942802	1.18488764321578	2.73811575681904	0	1.85634439809126	0	0	0	0	0	0	0	0	0	0	0	1.83335888087173	0	0
