""	"RCC3-1_None_Tumor"	"RCC3-10_None_Stroma"	"RCC3-11_None_Tumor"	"RCC3-12_None_Stroma"	"RCC3-13_None_Tumor"	"RCC3-14_None_Stroma"	"RCC3-15_None_Tumor"	"RCC3-16_None_Stroma"	"RCC3-17_None_Tumor"	"RCC3-18_None_Stroma"	"RCC3-19_None_Tumor"	"RCC3-2_None_Stroma"	"RCC3-20_None_Stroma"	"RCC3-21_None_Tumor"	"RCC3-22_None_Stroma"	"RCC3-3_None_Tumor"	"RCC3-4_None_Stroma"	"RCC3-5_None_Tumor"	"RCC3-6_None_Stroma"	"RCC3-7_None_Tumor"	"RCC3-8_None_Stroma"	"RCC3-9_None_Tumor"	"RCC4-1_Ipi + Nivo_Tumor"	"RCC4-10_None_Stroma"	"RCC4-11_None_Tumor"	"RCC4-12_None_Tumor"	"RCC4-13_None_Tumor"	"RCC4-14_None_Tumor"	"RCC4-15_None_Tumor"	"RCC4-17_Pembrolizumab and Axitnib_Stroma"	"RCC4-18_Pembrolizumab and Axitnib_Stroma"	"RCC4-19_Pembrolizumab and Axitnib_Tumor"	"RCC4-2_Ipi + Nivo_Stroma"	"RCC4-20_Pembrolizumab and Axitnib_Stroma"	"RCC4-21_Pembrolizumab and Axitnib_Tumor"	"RCC4-22_Pembrolizumab and Axitnib_Tumor"	"RCC4-3_Ipi + Nivo_Tumor"	"RCC4-4_Ipi + Nivo_Stroma"	"RCC4-5_Pembrolizumab and Axitnib_Tumor"	"RCC4-6_Pembrolizumab and Axitnib_Stroma"	"RCC4-7_Pembrolizumab and Axitnib_Tumor"	"RCC4-8_Pembrolizumab and Axitnib_Stroma"	"RCC4-9_None_Tumor"	"RCC5-1_Pembrolizumab and Axitnib_Tumor"	"RCC5-10_None_Stroma"	"RCC5-11_None_Tumor"	"RCC5-12_None_Stroma"	"RCC5-14_None_Stroma"	"RCC5-15_None_Tumor"	"RCC5-16_None_Stroma"	"RCC5-19_Pembrolizumab and Axitnib_Tumor"	"RCC5-2_Pembrolizumab and Axitnib_Stroma"	"RCC5-20_Pembrolizumab and Axitnib_Stroma"	"RCC5-21_None_Tumor"	"RCC5-22_None_Stroma"	"RCC5-23_None_Tumor"	"RCC5-4_None_Stroma"	"RCC5-5_None_Tumor"	"RCC5-6_None_Stroma"	"RCC5-7_None_Tumor"	"RCC5-8_None_Stroma"	"RCC5-9_None_Tumor"
"CLEC2D"	1.79691692201161	0	0	1.95922753715815	1.77721190392516	1.38330184018344	1.73109612299393	1.01241298130632	0	2.37399927317001	2.07308014163831	1.97523148406993	1.18847218350703	1.81945454024758	1.11528611944719	2.05254739413396	0	2.32161440251827	1.87561978493154	1.97242949798354	1.85668621861495	0	0.764586349421587	3.12658462302919	0	0	1.67680797684429	0	0	1.21681771081441	1.69468210994471	0	2.03701571815944	1.28809647358862	0	1.10209101842728	0	1.81368909019501	1.66269508910763	0	0	1.5228513454195	1.15303313891683	1.93933903819439	1.96104177134958	1.99926915754888	2.57174545013802	0	3.62602142144403	1.26121975459552	2.16619136135574	1.1597518700716	2.08462124335696	1.99141750637582	2.19438517880036	1.35680981354714	0	1.91831135900454	0	2.03254634709006	1.86761722310556	2.14518381114748
"CLEC4A"	1.79691692201161	0	2.54343727095434	2.15377256721769	1.98146343234273	2.07594939545195	1.9734956971021	1.83365325644153	3.2816300907793	1.44615474904357	1.49842482065082	2.17023700920713	2.51852797558204	1.97438534651403	1.11528611944719	2.15596018368537	3.09042220953491	2.32161440251827	2.06763174829063	2.89133389115711	2.07267524268755	2.7249182979981	0	0	0	0	1.91661987969933	1.45314426530886	0	1.55485151483143	1.76955476356816	1.83225603688513	1.72563654404065	1.72192455563381	0	1.95038058291025	2.61229154689289	2.89646998784399	0	0	1.3455690134472	2.17729743526451	0	1.93933903819439	2.24659318467483	1.99926915754888	2.84014223284559	0	0	2.61363851288714	2.16619136135574	2.27794064036481	2.40327623903161	2.31969496574558	2.19438517880036	2.04495726283287	0	2.60912388599714	0	2.03254634709006	2.02385292627592	1.34256562371773
"CLEC4D"	1.69964818486402	0	0	1.57041705743094	1.61343206916522	0	1.73109612299393	2.44351197316155	2.25546304997313	0	1.19888692580485	1.41199720283818	1.71633991396968	1.12082936712781	1.11528611944719	0.614355175244532	0	0.703763692536909	2.22864710214279	0.9349278578729	1.72823404385296	2.7249182979981	1.72141255695404	1.67881431977764	0	0	1.91661987969933	1.15825132142965	0	0.857795834066516	1.26411297496066	0	1.40545867751889	1.28809647358862	0	1.10209101842728	0	2.16327090732043	1.66269508910763	0	1.74640497939821	1.08370428287657	2.01535092946531	1.38054700437752	1.33985487050819	1.14035735952255	1.61533052356536	0	0	1.26121975459552	1.36017402065684	1.1597518700716	1.1025611593373	1.56768768697086	1.60688281682492	1.57795647102662	0	0.677140592473522	0	1.69052612516902	0.739348724854567	0.487741805951425
"CLEC4E"	2.544672669494	3.0870896594318	2.54343727095434	2.31656371763325	2.49870241941245	2.48124790630858	1.85962269285211	1.83365325644153	0	0	1.72861497765258	2.33335016709117	1.18847218350703	1.63603978298393	1.8125586768897	2.61936208788901	0	2.85310467256701	2.22864710214279	1.97242949798354	2.32838958502902	0	2.20129842128995	0	0	0	1.91661987969933	1.45314426530886	0	1.11084925979357	1.57068190238073	2.18289457143889	2.42107795741554	1.59712583733083	1.92645099020739	1.61361093831174	0	2.68703647199548	0	0	1.06249475289832	2.10053764400605	0	1.93933903819439	1.96104177134958	2.45439844854011	1.30464133586588	0	0	0	0.675809646837295	2.41734091390758	2.2024862805742	2.11321445822677	1.60688281682492	1.07244706166498	0	0	0	2.57728945404361	1.86761722310556	1.89577537550457
"CLEC5A"	1.33368801968617	2.07581874467502	2.54343727095434	0.925631492455476	0.369262882794755	0	0.935680221383008	1.01241298130632	0	0	2.20909627874501	1.73275512595962	1.71633991396968	0.709856092689775	0.705678545198075	0.614355175244532	0	1.11274273810137	1.87561978493154	0.9349278578729	1.58081577102607	2.0952636775549	2.32090083166808	2.27402056526025	0	0	2.10990129272143	1.15825132142965	0	1.74969568161059	1.32218612803506	1.28757375420407	1.11566528353206	1.28809647358862	0	2.20186019963343	0	0.618156990954837	1.66269508910763	0	2.43490148914606	0.834533225133335	2.26914689179897	0.689319281973176	1.65397790208188	1.43313713463297	2.20376978478567	0	0	1.80161879265821	0	1.80959900505693	0	1.42622527048256	0	1.57795647102662	0	1.07721272466969	0	0.744592481083309	0	1.49458551461133
"CLEC7A"	3.50921911918317	3.36329751069588	3.58822972184647	4.32611220426641	4.0634296804175	3.94732861743038	3.01366226389839	2.81959794947491	2.89477423607122	2.6381292553027	3.54351084619165	3.31000360788286	3.26203848273543	3.74591984706922	3.63516046236488	4.01280390077578	3.09042220953491	3.51699552411498	3.40138152676902	3.95224283848755	4.02171356333125	3.10829062863137	3.74553863632955	3.3015680942621	0	0	3.82720663755834	3.74957088941541	0	2.92603107335351	2.89837693048717	3.82007688007601	3.71372217234143	3.79159368934045	3.19705591495809	3.89692773708315	3.87874406184732	4.16367444595331	4.0352234392143	0	3.91667416781696	4.09424732033337	3.63369369195731	3.96276667971421	3.67679051714005	4.1039781179696	4.02661013294997	4.05842064604763	4.70672639950193	3.05578233412738	4.10871867726414	4.23212479663164	4.04886522746926	3.79171781407663	3.04147991617049	3.81149554802634	3.32317043065123	4.01135298037944	4.45348285320969	3.4291609402908	3.17746988872551	3.6643914214129
"CLOCK"	1.59188865584406	2.43856642733611	0	1.18942508436158	1.98146343234273	0.691153161953081	0.935680221383008	1.50506983680052	0	0	0.769279971894947	1.41199720283818	1.71633991396968	1.81945454024758	1.11528611944719	0.992113554858906	3.09042220953491	1.62637064843476	1.32506527488369	1.40953699762249	1.19856343271331	2.0952636775549	1.72141255695404	0	0	0	1.91661987969933	1.15825132142965	0	1.11084925979357	1.26411297496066	2.18289457143889	1.27102297859114	1.28809647358862	0	1.39020708243973	1.4249289318177	0.997321388883502	0	2.92346442748101	1.74640497939821	1.08370428287657	1.15303313891683	1.7853714734888	1.55982441054256	1.14035735952255	1.85202847928975	2.51580470673591	0	1.26121975459552	1.58155171601472	0.899928763654897	2.08462124335696	1.261401087281	2.19438517880036	1.91214164980367	2.15667321234967	1.764937687356	2.45235860004741	1.69052612516902	1.1597518700716	1.34256562371773
"CLU"	1.33368801968617	2.70418541700316	0	0	0.638340202283476	1.78843389250168	2.47170548099623	1.01241298130632	0	2.6381292553027	3.43764196122347	1.73275512595962	2.83170873591079	0.709856092689775	2.79595767477994	2.55555924767871	3.4806103002942	1.62637064843476	0.867611058837922	3.306868568345	2.46852065349337	2.7249182979981	0	0	0	0	3.24420247467454	3.64110941164522	0	0.992305784835034	0.352995838040923	3.30468031625037	0.931651454097095	1.93271281217211	0	2.40263600080777	1.98994408473183	0	0	0	1.3455690134472	0.966859537162726	2.90920951453394	2.0727330724695	2.71419438347632	1.14035735952255	1.85202847928975	0	2.95914793585463	2.40864609687274	1.36017402065684	0	1.1025611593373	3.04102200564846	0	1.75894454649273	2.52280500129781	2.9138902460352	0	2.65794906189416	1.45482010659111	3.33332083528195
"CMKLR1"	2.62879506651663	0	0	2.06122358135301	1.5202444172093	2.07594939545195	1.73109612299393	2.44351197316155	3.2816300907793	2.01403684465442	2.07308014163831	2.17023700920713	2.06002793044603	2.10850143483545	2.42056404047251	2.33535301972494	0	1.62637064843476	2.5975609430503	2.89133389115711	2.40090770309343	2.0952636775549	2.61221175320103	1.67881431977764	0	0	2.41111639896191	2.02195542015221	0	2.44444671175251	3.02939056002733	2.18289457143889	2.21989788711642	2.81871272630104	0	2.40263600080777	1.98994408473183	2.68703647199548	1.66269508910763	2.92346442748101	2.25351179842318	2.059828834746	2.01535092946531	2.76539935017192	2.14194339325724	1.84367409057189	2.57174545013802	4.05842064604763	0	2.15050243102918	2.2711578022981	2.59563800559475	1.39073574600056	2.22177454674826	1.60688281682492	1.35680981354714	2.52280500129781	1.764937687356	1.84179578144619	0.744592481083309	2.85753652961867	2.34463970800634
"CNTFR"	0.444046347042295	0	2.54343727095434	0	1.4174719990548	0.691153161953081	0.935680221383008	1.01241298130632	0	1.44615474904357	1.91560683597412	1.41199720283818	0	1.12082936712781	1.40503300768055	0.992113554858906	2.44175376666954	1.62637064843476	1.63776224601124	0	0	0	1.49162617372515	0	0	0	0	0	0	1.48044343057476	0.819769108440169	1.83225603688513	1.27102297859114	0.504688534493846	0	0.695757361742718	1.4249289318177	0.618156990954837	0	0	1.06249475289832	1.08370428287657	0	1.09350516076705	0.385091103777825	0.724618217710805	0.851510408502765	0	0	0	0.675809646837295	1.36579972561463	0	0.667258255507096	2.19438517880036	0	0	1.36218736323599	0	1.69052612516902	1.1597518700716	0.664208176774135
"COL11A1"	1.17434138499202	0	0	0.566296650926255	0.850152456438043	1.09595271263235	1.41047304471184	1.50506983680052	2.25546304997313	0	1.19888692580485	0.936905584575584	0	1.41125418690513	0	1.48020745604985	0	1.11274273810137	0.867611058837922	1.40953699762249	0.933567498834603	2.7249182979981	0.764586349421587	0	0	0	1.67680797684429	0.738206580390043	0	1.55485151483143	1.57068190238073	0	0.931651454097095	0.504688534493846	0	0.695757361742718	1.4249289318177	0.618156990954837	1.66269508910763	0	0.666182057835785	0.966859537162726	1.67439635406387	1.09350516076705	0.879313273009568	1.65932688043584	0.851510408502765	2.51580470673591	0	0	1.07542812965238	0.547956049249445	0.696110294497546	0.948361999615113	0	1.07244706166498	0	1.07721272466969	2.45235860004741	1.16663423259724	1.1597518700716	0.944522724196103
"COL12A1"	1.33368801968617	0	2.54343727095434	0.925631492455476	1.69867122502727	1.60624557133513	0.935680221383008	2.08055796748234	2.25546304997313	2.01403684465442	1.72861497765258	0.936905584575584	1.18847218350703	0.709856092689775	0	1.93719369340104	0	1.11274273810137	0.867611058837922	0	1.19856343271331	0	1.19277370326856	0	5.9452959436435	0	1.67680797684429	0	0	1.21681771081441	0.990767533693218	1.83225603688513	1.40545867751889	1.08836278179424	0	1.39020708243973	0	0	0	0	0.666182057835785	1.28300861944194	1.15303313891683	1.6033062215459	1.05744053153913	1.65932688043584	1.30464133586588	0	0	0	1.07542812965238	1.36579972561463	1.39073574600056	1.06394260735025	0	1.07244706166498	0	0.677140592473522	0	0	1.86761722310556	1.05983780628639
"COL14A1"	1.33368801968617	1.5008577815123	0	1.18942508436158	1.17351543876884	1.60624557133513	1.20099439557168	1.01241298130632	2.25546304997313	1.44615474904357	1.49842482065082	1.73275512595962	1.71633991396968	0	1.96729730943955	1.93719369340104	3.09042220953491	1.11274273810137	2.22864710214279	0	1.19856343271331	2.0952636775549	1.49162617372515	0	0	0	0.895877975016715	0	0	0.702338918700651	0.491635360529424	0	0.705964112075367	0.838519016270828	0	1.10209101842728	0	0.618156990954837	0	2.92346442748101	1.06249475289832	1.36950713014174	2.01535092946531	1.6033062215459	1.05744053153913	1.65932688043584	0	3.1677142504442	0	1.26121975459552	0	2.20020385415131	0	1.16753768149516	1.60688281682492	0.673587722772853	2.15667321234967	1.36218736323599	0	1.16663423259724	2.38426999188075	1.16321956431772
"COL15A1"	1.88555750497531	0	3.19649355427692	0.566296650926255	1.30291469421312	1.78843389250168	1.20099439557168	1.01241298130632	0	1.44615474904357	1.49842482065082	1.41199720283818	1.18847218350703	1.81945454024758	1.11528611944719	0.614355175244532	3.09042220953491	2.50428496127869	2.22864710214279	0	1.58081577102607	0	0	0	0	0	0.895877975016715	1.15825132142965	0	0.992305784835034	1.32218612803506	0	1.40545867751889	1.08836278179424	0	2.08400489739114	0	0.997321388883502	1.66269508910763	0	1.89922910168329	2.059828834746	0	2.19040926080852	1.20858447663503	1.14035735952255	1.61533052356536	0	3.62602142144403	1.80161879265821	1.91600200588079	1.53655959393332	0.696110294497546	1.34720521825823	0	1.07244706166498	0	1.07721272466969	0	1.16663423259724	0.739348724854567	0.814155491199031
"COL16A1"	0.984699834141373	1.5008577815123	0	0.566296650926255	0	0.691153161953081	0.573503679250642	1.50506983680052	0	0	0.769279971894947	0.936905584575584	1.18847218350703	0.709856092689775	1.40503300768055	0.992113554858906	0	1.62637064843476	1.63776224601124	0	0.571986718246761	0	0	0	0	0	0	1.68058951233203	0	1.31262501752792	1.06642082161897	2.18289457143889	1.11566528353206	1.28809647358862	0	0.695757361742718	0	1.27158907641187	0	0	0.666182057835785	1.08370428287657	1.15303313891683	0.689319281973176	0.385091103777825	1.14035735952255	0	0	0	0	0	0.899928763654897	1.1025611593373	1.06394260735025	1.60688281682492	0	1.5730164873976	0	0	1.16663423259724	1.1597518700716	0.273317250148734
"COL17A1"	0.750474833685239	0	0	0.566296650926255	1.17351543876884	0	1.20099439557168	1.01241298130632	0	1.44615474904357	1.19888692580485	0	2.31532874066051	0	0.705678545198075	1.26564896878434	3.09042220953491	1.11274273810137	1.63776224601124	0.9349278578729	1.85668621861495	0	0.764586349421587	1.67881431977764	0	0	0	1.45314426530886	0	0.992305784835034	1.47855484003744	1.83225603688513	1.52394449758562	0.504688534493846	0	0.695757361742718	0	1.48659676429342	0	0	0.666182057835785	1.18831353218508	0	1.38054700437752	0	0.724618217710805	0	0	0	0	1.36017402065684	0.899928763654897	0	0.667258255507096	0	1.35680981354714	0	1.36218736323599	0	1.16663423259724	0.739348724854567	0.273317250148734
"COL18A1"	1.96697670138594	0	0	1.18942508436158	1.69867122502727	2.19367690177495	1.73109612299393	0	0	1.44615474904357	1.91560683597412	1.73275512595962	2.06002793044603	1.41125418690513	1.62941340509472	1.26564896878434	0	2.50428496127869	1.63776224601124	1.40953699762249	1.40784408085192	3.38474054085369	1.90813827921168	3.12658462302919	0	0	0	1.15825132142965	0	0.518185760899038	0.819769108440169	1.83225603688513	1.27102297859114	1.45450134870427	1.92645099020739	2.30727852480005	2.61229154689289	1.48659676429342	0	2.92346442748101	2.03176442003388	1.87807301216926	2.01535092946531	2.76539935017192	1.81924984970194	2.69673702406138	0.851510408502765	0	0	2.61363851288714	2.04890070081061	1.1597518700716	2.30791239263959	1.49945584766106	0	1.75894454649273	1.5730164873976	2.05125959903279	0	1.16663423259724	1.86761722310556	1.49458551461133
"COL1A1"	0.750474833685239	1.5008577815123	0	1.71746397656373	1.30291469421312	2.63535098182288	2.07571714258885	3.36852767700677	2.25546304997313	3.96931128096557	1.49842482065082	1.97523148406993	1.71633991396968	0	2.21939513733252	0.992113554858906	3.76056544301689	1.62637064843476	2.78460190944507	2.33041212647491	3.01035433806496	3.60108373539634	1.49162617372515	2.91434821331261	0	5.40816778747871	1.36071263763164	1.68058951233203	6.08804764268489	2.72514033808915	2.33342024842778	0	1.96778248807351	2.55072958991289	2.92290928641651	3.61599092927982	0	2.84807867840711	3.56070608697215	2.92346442748101	2.6571123052048	3.22363096907514	4.80726213612918	2.76539935017192	1.55982441054256	1.99926915754888	2.46346735816518	2.51580470673591	0	0	2.91132994132503	3.22209306082269	1.95098441027269	0.817655191124003	2.19438517880036	1.07244706166498	3.17500818318602	1.07721272466969	2.45235860004741	2.03254634709006	3.61417855395664	2.7582936491882
"COL1A2"	1.4710987374218	2.43856642733611	0	1.84563423476256	2.15098906519503	2.19367690177495	1.20099439557168	2.278412320732	0	0	2.20909627874501	2.97679734357821	3.17055200561719	0.709856092689775	2.73131649053627	0.992113554858906	0	2.41711496213089	2.22864710214279	2.33041212647491	2.07267524268755	3.10829062863137	2.20129842128995	2.91434821331261	0	0	1.36071263763164	1.45314426530886	0	2.65606100914557	1.65503291961684	0	1.89339710726777	2.25487522214087	0	3.00068580680102	1.98994408473183	1.9442711252528	2.62615392477935	0	2.72141750652835	2.6646776871976	3.21268283131672	2.39092452160842	1.45587581045699	1.99926915754888	1.85202847928975	0	0	0	2.8003243032	2.91848047211265	1.95098441027269	1.261401087281	1.60688281682492	0.673587722772853	3.17500818318602	1.36218736323599	0	2.39336217346739	2.91848047211265	1.34256562371773
"COL21A1"	0.984699834141373	1.5008577815123	0	0	0.369262882794755	0	0.573503679250642	1.01241298130632	0	0	1.19888692580485	0.936905584575584	0	1.12082936712781	0	0.614355175244532	0	1.11274273810137	1.63776224601124	0.9349278578729	1.19856343271331	0	1.49162617372515	0	0	0	0.895877975016715	0	0	0.992305784835034	0.613373424615604	1.28757375420407	1.27102297859114	0	0	1.10209101842728	1.4249289318177	0	0	0	0.666182057835785	1.08370428287657	0	0	1.33985487050819	1.14035735952255	1.85202847928975	0	0	0	1.36017402065684	0.547956049249445	0	0.490168380377341	1.60688281682492	0.673587722772853	0	0.677140592473522	0	0.744592481083309	1.1597518700716	0.487741805951425
"COL27A1"	1.59188865584406	2.91385361875111	0	1.57041705743094	1.02484784816047	1.38330184018344	1.58357981299711	1.01241298130632	2.89477423607122	0	0.769279971894947	1.41199720283818	1.18847218350703	0.709856092689775	1.40503300768055	1.48020745604985	0	0.703763692536909	1.63776224601124	0.9349278578729	0	2.0952636775549	0	1.67881431977764	0	0	0.895877975016715	0	0	0.857795834066516	0.990767533693218	0	1.40545867751889	0	1.92645099020739	0.695757361742718	1.4249289318177	1.66345740438186	0	0	0	1.71615274672792	1.15303313891683	1.7853714734888	1.05744053153913	1.43313713463297	1.61533052356536	0	0	1.80161879265821	0	1.1597518700716	1.61417468944998	1.261401087281	0	1.35680981354714	0	1.58370292872339	0	1.16663423259724	1.1597518700716	1.34256562371773
"COL3A1"	1.96697670138594	0	0	2.91884069984041	2.2498896895675	2.29899299174584	2.16845164273088	3.42712434348231	0	3.29487440202243	2.20909627874501	2.70595789009694	2.95784886754115	0	3.11483128161461	0	0	2.50428496127869	2.36729625116269	2.59347982111894	2.40090770309343	0	1.72141255695404	2.64458443575225	0	0	1.91661987969933	1.68058951233203	6.08804764268489	2.58185326909884	2.10371073942319	0	1.81303065887361	2.49815036492946	0	2.71291704138565	1.4249289318177	2.49498628626451	2.62615392477935	2.92346442748101	1.56593765173353	3.18392646278743	4.4233592293598	1.38054700437752	1.45587581045699	2.13388247307718	2.20376978478567	0	0	1.80161879265821	2.85736661355117	3.25077264414461	2.08462124335696	1.06394260735025	0	1.57795647102662	2.15667321234967	2.05125959903279	3.10150671627104	1.69052612516902	2.85753652961867	1.62651583068834
"COL4A1"	1.17434138499202	0	0	1.39795674245062	1.02484784816047	1.38330184018344	0.935680221383008	1.50506983680052	0	2.37399927317001	1.49842482065082	1.73275512595962	0	1.12082936712781	1.96729730943955	0.614355175244532	0	2.32161440251827	1.32506527488369	0.9349278578729	1.40784408085192	2.0952636775549	2.32090083166808	0	0	0	1.67680797684429	1.45314426530886	0	0.702338918700651	1.06642082161897	0	1.11566528353206	0.838519016270828	1.92645099020739	2.77747723646872	2.34877063814069	0.618156990954837	0	0	2.14877204473192	2.46435034067663	1.67439635406387	1.93933903819439	1.33985487050819	1.65932688043584	2.34202534086375	2.51580470673591	0	1.80161879265821	2.2711578022981	1.1597518700716	1.61417468944998	1.56768768697086	0	1.35680981354714	2.52280500129781	0.677140592473522	2.82870714041151	1.87608774620599	1.45482010659111	1.56272479762422
"COL4A2"	1.69964818486402	0	0	1.39795674245062	1.4174719990548	1.78843389250168	1.20099439557168	2.58517713489113	0	2.6381292553027	1.19888692580485	1.73275512595962	0	1.12082936712781	2.66220627687798	1.26564896878434	0	2.79240311497369	2.06763174829063	1.73007715128453	1.19856343271331	0	2.06542295817857	3.79755400150397	5.65848619974102	0	1.91661987969933	1.45314426530886	0	1.74969568161059	1.37707109153653	2.44199330551243	0.931651454097095	1.28809647358862	0	2.94937882455044	1.98994408473183	1.48659676429342	2.25622786427144	0	2.03176442003388	2.40730298508245	2.90920951453394	1.93933903819439	2.02504805315202	2.25250619579642	1.61533052356536	0	0	2.40864609687274	2.96252972233616	1.80959900505693	1.95098441027269	1.63155982952137	1.60688281682492	1.75894454649273	0	2.16858883633388	0	1.16663423259724	1.1597518700716	1.49458551461133
"COL4A5"	1.59188865584406	0	0	0	0.850152456438043	0	0.573503679250642	1.50506983680052	0	0	1.19888692580485	0.936905584575584	0	0.709856092689775	1.40503300768055	1.26564896878434	3.09042220953491	1.62637064843476	0	0	1.19856343271331	0	1.19277370326856	0	0	0	0	0.738206580390043	0	0.518185760899038	1.13675103786321	0	1.27102297859114	0	0	0.695757361742718	0	1.66345740438186	0	0	0.666182057835785	0.834533225133335	1.67439635406387	0.689319281973176	0.879313273009568	1.14035735952255	1.30464133586588	0	0	0	0	0.547956049249445	0	1.34720521825823	0	1.07244706166498	1.5730164873976	0	1.84179578144619	1.16663423259724	0	0.944522724196103
"COL5A1"	1.17434138499202	0	0	1.18942508436158	1.61343206916522	1.60624557133513	0.935680221383008	1.01241298130632	0	2.37399927317001	1.19888692580485	0.936905584575584	1.18847218350703	1.12082936712781	0.705678545198075	0.614355175244532	0	1.11274273810137	1.32506527488369	0.9349278578729	1.40784408085192	2.0952636775549	1.19277370326856	0	0	0	0.895877975016715	1.15825132142965	0	1.48044343057476	1.65503291961684	1.28757375420407	0.41402795567892	1.08836278179424	0	1.95038058291025	0	0.618156990954837	1.66269508910763	0	1.3455690134472	1.5228513454195	3.12138942231544	1.38054700437752	1.45587581045699	0	1.61533052356536	0	0	0	1.07542812965238	1.92245311674575	1.61417468944998	0.667258255507096	1.60688281682492	0.673587722772853	0	0	2.82870714041151	0.744592481083309	1.68236931078481	1.34256562371773
"COL5A2"	1.33368801968617	2.07581874467502	2.54343727095434	0.566296650926255	1.02484784816047	0.691153161953081	1.20099439557168	0	0	0	0	0	0	1.12082936712781	0	0.992113554858906	0	1.4021771596938	0.867611058837922	0	1.19856343271331	3.10829062863137	0	0	0	0	0	1.15825132142965	0	1.11084925979357	1.26411297496066	0	1.11566528353206	1.08836278179424	0	1.79610599384159	0	0.997321388883502	1.66269508910763	0	1.74640497939821	0.966859537162726	1.67439635406387	1.6033062215459	0.662428367171038	0.724618217710805	0	0	2.95914793585463	0	1.58155171601472	1.92245311674575	0	0.817655191124003	1.60688281682492	0.673587722772853	0	0	1.84179578144619	0.744592481083309	0.739348724854567	0.664208176774135
"COL5A3"	1.59188865584406	2.07581874467502	0	0	0.638340202283476	0.691153161953081	0.935680221383008	0	0	2.01403684465442	0.769279971894947	0.936905584575584	0	0.709856092689775	0.705678545198075	1.48020745604985	0	2.21602115119644	0	1.40953699762249	1.40784408085192	2.7249182979981	0.764586349421587	0	0	0	1.36071263763164	1.15825132142965	0	0.992305784835034	1.13675103786321	0	1.27102297859114	1.28809647358862	0	1.79610599384159	1.4249289318177	0	0	0	1.89922910168329	1.44911566849199	2.4713935450731	2.29568429039192	0.879313273009568	1.43313713463297	0	0	0	2.15050243102918	2.16619136135574	1.36579972561463	1.39073574600056	0.948361999615113	2.19438517880036	1.07244706166498	0	1.07721272466969	0	1.16663423259724	0.739348724854567	1.49458551461133
"COL6A1"	0.444046347042295	0	0	1.95922753715815	0.369262882794755	0.691153161953081	0.573503679250642	1.50506983680052	2.25546304997313	1.44615474904357	1.72861497765258	1.41199720283818	0	1.12082936712781	1.40503300768055	1.80677708455378	0	1.8093915515859	1.32506527488369	0.9349278578729	1.19856343271331	0	1.72141255695404	0	0	0	0.895877975016715	0	0	2.97919210788272	1.32218612803506	0	1.11566528353206	0.504688534493846	0	1.95038058291025	1.4249289318177	0.618156990954837	0	3.58937033022457	1.3455690134472	0.966859537162726	2.26914689179897	0.689319281973176	0.662428367171038	1.43313713463297	1.61533052356536	2.51580470673591	0	0	1.91600200588079	0.899928763654897	1.1025611593373	1.49945584766106	0	1.57795647102662	1.5730164873976	1.36218736323599	2.82870714041151	1.46250270826738	1.45482010659111	1.89577537550457
"COL6A2"	1.4710987374218	0	0	1.71746397656373	1.61343206916522	1.60624557133513	1.41047304471184	2.44351197316155	2.25546304997313	2.37399927317001	1.72861497765258	2.59649096703449	2.06002793044603	1.97438534651403	2.58796289279933	1.26564896878434	0	3.23916097184743	0	1.40953699762249	2.5318501796768	0	2.06542295817857	0	5.65848619974102	0	1.67680797684429	1.68058951233203	0	3.59200776246547	1.69468210994471	1.28757375420407	1.27102297859114	0.504688534493846	1.92645099020739	2.56976284449308	0	1.27158907641187	2.89558133633711	0	1.56593765173353	1.77308947492599	3.68938333754873	1.38054700437752	1.55982441054256	1.99926915754888	2.20376978478567	0	0	0	2.91132994132503	1.53655959393332	1.1025611593373	1.261401087281	1.60688281682492	2.04495726283287	1.5730164873976	0.677140592473522	2.82870714041151	1.46250270826738	1.68236931078481	2.28247218654317
"COL6A3"	1.33368801968617	0	0	0.566296650926255	0.850152456438043	1.09595271263235	1.41047304471184	1.50506983680052	0	0	0	1.41199720283818	2.06002793044603	0	0	0	0	2.65868485367304	1.32506527488369	1.40953699762249	1.40784408085192	0	1.19277370326856	2.27402056526025	0	0	0	0.738206580390043	0	1.80703242804129	1.42909978262766	0	1.11566528353206	1.28809647358862	0	1.61361093831174	0	1.27158907641187	1.66269508910763	0	1.89922910168329	2.2485828754597	3.12138942231544	1.09350516076705	1.20858447663503	1.84367409057189	0	2.51580470673591	0	0	1.58155171601472	2.20020385415131	0	0.274821387140838	1.60688281682492	1.07244706166498	0	0	0	1.46250270826738	1.45482010659111	1.25690784319392
"COL8A1"	1.17434138499202	2.07581874467502	0	0.925631492455476	1.69867122502727	1.60624557133513	0.573503679250642	1.01241298130632	0	2.01403684465442	2.20909627874501	1.73275512595962	0	0.709856092689775	1.11528611944719	0.992113554858906	2.44175376666954	0.703763692536909	0	1.73007715128453	1.72823404385296	0	2.32090083166808	1.67881431977764	0	0	0	0	0	0.992305784835034	0.990767533693218	0	1.40545867751889	1.45450134870427	0	0.695757361742718	1.4249289318177	1.48659676429342	1.66269508910763	0	1.06249475289832	1.18831353218508	0	1.09350516076705	0.879313273009568	0.724618217710805	1.61533052356536	0	3.62602142144403	0	0.675809646837295	2.27794064036481	0.696110294497546	0.667258255507096	0	1.57795647102662	0	0.677140592473522	0	0.744592481083309	1.1597518700716	1.34256562371773
