""	"RCC3-1_None_Tumor"	"RCC3-10_None_Stroma"	"RCC3-11_None_Tumor"	"RCC3-12_None_Stroma"	"RCC3-13_None_Tumor"	"RCC3-14_None_Stroma"	"RCC3-15_None_Tumor"	"RCC3-16_None_Stroma"	"RCC3-17_None_Tumor"	"RCC3-18_None_Stroma"	"RCC3-19_None_Tumor"	"RCC3-2_None_Stroma"	"RCC3-20_None_Stroma"	"RCC3-21_None_Tumor"	"RCC3-22_None_Stroma"	"RCC3-3_None_Tumor"	"RCC3-4_None_Stroma"	"RCC3-5_None_Tumor"	"RCC3-6_None_Stroma"	"RCC3-7_None_Tumor"	"RCC3-8_None_Stroma"	"RCC3-9_None_Tumor"	"RCC4-1_Ipi + Nivo_Tumor"	"RCC4-10_None_Stroma"	"RCC4-11_None_Tumor"	"RCC4-12_None_Tumor"	"RCC4-13_None_Tumor"	"RCC4-14_None_Tumor"	"RCC4-15_None_Tumor"	"RCC4-16_None_Stroma"	"RCC4-17_Pembrolizumab and Axitnib_Stroma"	"RCC4-18_Pembrolizumab and Axitnib_Stroma"	"RCC4-19_Pembrolizumab and Axitnib_Tumor"	"RCC4-2_Ipi + Nivo_Stroma"	"RCC4-20_Pembrolizumab and Axitnib_Stroma"	"RCC4-21_Pembrolizumab and Axitnib_Tumor"	"RCC4-22_Pembrolizumab and Axitnib_Tumor"	"RCC4-3_Ipi + Nivo_Tumor"	"RCC4-4_Ipi + Nivo_Stroma"	"RCC4-5_Pembrolizumab and Axitnib_Tumor"	"RCC4-6_Pembrolizumab and Axitnib_Stroma"	"RCC4-7_Pembrolizumab and Axitnib_Tumor"	"RCC4-8_Pembrolizumab and Axitnib_Stroma"	"RCC4-9_None_Tumor"	"RCC5-1_Pembrolizumab and Axitnib_Tumor"	"RCC5-10_None_Stroma"	"RCC5-11_None_Tumor"	"RCC5-12_None_Stroma"	"RCC5-14_None_Stroma"	"RCC5-15_None_Tumor"	"RCC5-16_None_Stroma"	"RCC5-19_Pembrolizumab and Axitnib_Tumor"	"RCC5-2_Pembrolizumab and Axitnib_Stroma"	"RCC5-20_Pembrolizumab and Axitnib_Stroma"	"RCC5-21_None_Tumor"	"RCC5-23_None_Tumor"	"RCC5-4_None_Stroma"	"RCC5-5_None_Tumor"	"RCC5-6_None_Stroma"	"RCC5-7_None_Tumor"	"RCC5-8_None_Stroma"	"RCC5-9_None_Tumor"
"SLC2A4"	0	0	0	0	0	0	2.14493407592794	0	0	0	0	0	0	0	0	0	1.98858234946178	0	0	2.55595062817341	0	0	0	0	0	0	2.53270310735032	0	0	2.89881703274323	0	2.08841810464014	0	1.00477839626975	1.55098020908326	0	0	0	1.34929213876356	0	0.666043950614367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.680877087968131	0	0	0	0	0	0
"SLC40A1"	2.56809357792768	0	0	1.96712095815354	2.38258241729151	0	0	0	0	0	0	2.89074961544836	3.06280008569134	2.89437095865443	0	2.40382540604214	0	1.61748624561693	0	2.93520234422378	2.27402056526025	0	2.90914119708542	0	0	0	2.53270310735032	0	0	0	2.35882780460746	2.08841810464014	0	2.57407021823096	2.76407525344037	1.2565256720442	0	0	2.72611798288084	1.13985095163261	0.666043950614367	1.60752067267123	2.18680390681599	0	0	3.22620080581533	0	2.65825754389449	0	0	0	0	3.7194437868575	1.6935081435172	2.74513031640784	1.92478260262944	3.55904672250949	0	0	0	3.19424753769429	0
"SLPI"	1.94883010990704	0	0	0	0	0	2.14493407592794	0	0	0	3.44224930436112	0	0	0	0	0	0	0	0	0	2.27402056526025	0	2.53057238575865	4.30109045422178	0	0	0	0	0	0	0	2.08841810464014	0	0	0	0	0	0	1.34929213876356	0	0.666043950614367	1.60752067267123	1.60006420913208	0	0	0	1.88314316394171	0	0	0	0	0	0	0	0	0	0	0	0	1.77609937832505	0	0
"SMAD2"	2.56809357792768	0	3.48878178667972	2.96785655597551	2.02223974671501	0	2.77776009383232	0	0	0	2.78059366209879	2.89074961544836	0	3.28121923685103	0	1.79719676565528	1.98858234946178	1.61748624561693	3.20213266357272	2.93520234422378	2.91434821331261	0	2.53057238575865	4.48115049384845	0	0	0	3.0492968559597	0	0	2.35882780460746	3.37719642044345	3.39234606353145	2.9076122490007	1.55098020908326	2.14471215529002	1.73955974323463	0	2.72611798288084	2.45371794956806	2.51432453598311	2.19509408385393	2.55412571518998	0	0	2.57199359828721	2.87482982910208	2.03283462619696	0	3.4035202630783	0	3.1622815318928	2.66818720706047	3.1438346440145	3.12894952361439	2.37547280874254	0	3.53692610817088	0	0	3.19424753769429	2.72159442620997
"SMAD3"	0	0	0	0	0	0	0	0	0	0	0	0	2.41534932603235	2.25508091337169	2.70711736521367	0	2.6108298331905	2.20616318433703	0	1.93755687852634	0	0	0	0	0	0	0	2.40245316583027	0	0	0	0	0	1.00477839626975	0	0	0	0	1.90350832836144	0	1.89898761979795	2.56273683120711	1.09080698379488	0	2.17964170677835	0	0	0	0	0	0	0	2.0421170844929	1.6935081435172	0	1.08221847889243	0	2.23433661255518	0	0	0	1.51537695203021
"SMAD4"	0	0	0	0	1.45339535345086	0	2.14493407592794	0	3.83403700481132	0	0	0	2.41534932603235	1.66165694123613	0	0	0	1.61748624561693	0	1.93755687852634	0	0	3.57464862789612	0	0	0	0	0	0	0	0	2.7176223462617	3.39234606353145	2.432543628565	0	1.2565256720442	1.73955974323463	0	1.90350832836144	0	1.06230891241267	1.60752067267123	1.09080698379488	0	0	0	0	2.03283462619696	5.21757487279692	0	0	2.51059203726549	0	0	0	2.05786905642571	0	0	0	1.77609937832505	2.54127961337563	1.51537695203021
"SMARCB1"	1.94883010990704	0	0	0	0	0	0	2.56642755433085	0	0	0	0	0	1.66165694123613	2.33447218499518	0	2.6108298331905	1.61748624561693	0	0	0	0	0	0	0	0	0	0	0	0	2.35882780460746	2.08841810464014	0	0	0	0	2.34081217434162	0	2.51921015701852	0	1.56571298628611	0	1.09080698379488	0	0	0	1.88314316394171	0	0	0	0	0	2.0421170844929	0	0	0.680877087968131	0	0	0	0	0	1.51537695203021
"SMO"	0	0	0	0	1.45339535345086	0	0	0	0	0	0	0	1.80777059747919	2.25508091337169	0	1.79719676565528	2.6108298331905	1.61748624561693	0	1.93755687852634	0	0	0	0	0	0	0	2.40245316583027	0	0	3.39234606353145	0	0	0	2.49718693891809	0	1.73955974323463	0	0	1.13985095163261	0.666043950614367	1.60752067267123	1.09080698379488	0	0	0	1.88314316394171	2.03283462619696	0	0	0	0	0	0	2.11424399841647	1.08221847889243	0	2.87246613470874	0	0	0	2.45559876303423
"SNAI1"	0	0	0	0	1.45339535345086	3.15580439182443	2.14493407592794	0	0	0	0	0	2.41534932603235	0	0	1.79719676565528	1.98858234946178	2.57423016653601	3.20213266357272	0	0	0	0	0	0	0	0	0	0	0	0	2.7176223462617	0	0	2.13205549835436	1.2565256720442	0	0	2.25801524284491	2.25184001049852	1.74617051740075	2.19509408385393	2.38723650223465	0	2.17964170677835	2.57199359828721	0	2.03283462619696	0	0	0	0	2.0421170844929	1.6935081435172	0	1.08221847889243	0	0	0	1.77609937832505	0	0
"SNAI2"	0	0	3.48878178667972	0	0	0	0	0	0	0	2.78059366209879	0	0	1.66165694123613	1.73377801007416	1.79719676565528	0	0	0	1.93755687852634	0	0	2.90914119708542	0	0	0	2.53270310735032	2.40245316583027	0	0	0	2.08841810464014	0	1.00477839626975	1.55098020908326	1.2565256720442	0	0	1.34929213876356	1.13985095163261	1.74617051740075	2.19509408385393	1.60006420913208	4.86778255863202	0	0	0	0	0	0	0	0	0	0	2.11424399841647	1.08221847889243	0	2.23433661255518	0	0	2.54127961337563	2.09214460593609
"SOD1"	1.94883010990704	3.61540419314867	3.48878178667972	1.96712095815354	1.45339535345086	0	3.1622815318928	3.89338892588325	0	0	0	3.55573671287402	1.80777059747919	2.25508091337169	2.70711736521367	1.79719676565528	2.99149886123521	3.22852608070036	0	1.93755687852634	0	0	1.9140282541557	0	0	0	0	0	0	0	0	2.7176223462617	0	2.26763226774709	2.49718693891809	3.43908166497939	2.71366819340643	0	1.90350832836144	2.45371794956806	1.34535897477901	1.60752067267123	2.18680390681599	4.18229635709524	2.81458649584905	0	0	2.65825754389449	0	0	0	0	0	1.6935081435172	2.11424399841647	2.61614883881839	0	0	0	1.77609937832505	3.19424753769429	1.51537695203021
"SOD2"	3.61423180966485	3.33665082352223	3.48878178667972	2.96785655597551	3.30398547119147	3.15580439182443	3.43932495007774	4.44423371415071	0	3.36139270087774	4.11927084122399	2.89074961544836	3.45255693277415	3.28121923685103	3.51553843036924	0	2.6108298331905	3.05409646968604	0	4.50121490158346	3.12658462302919	0	3.72478766162866	4.08132961786659	0	0	4.07647633160336	3.93674013052603	4.54262224738163	3.78149616103	3.88962851641128	3.77121525471701	4.46828341668349	2.26763226774709	4.21788332934208	4.6447847164563	3.52234806679425	4.18229635709524	2.89746740466182	4.23471031540102	4.13554887834762	4.57233859586562	3.65213324159322	4.86778255863202	3.4773108111958	3.61834151330473	3.1483050249213	2.65825754389449	0	3.4035202630783	0	2.51059203726549	3.05025475493917	3.59753720169434	3.79997187223985	2.92106129115738	0	3.75423212455935	0	4.59648686372043	2.54127961337563	3.49530160042791
"SOSTDC1"	2.56809357792768	0	3.48878178667972	0	0	0	0	0	3.83403700481132	0	0	2.89074961544836	1.80777059747919	1.66165694123613	1.73377801007416	1.79719676565528	0	0	0	0	0	0	1.9140282541557	0	0	0	0	2.40245316583027	0	0	0	0	0	1.49573242484409	0	0	0	0	2.25801524284491	0	1.06230891241267	1.60752067267123	1.09080698379488	0	0	0	1.88314316394171	2.03283462619696	0	0	0	0	0	0	2.11424399841647	1.77122486678635	0	0	0	0	1.92394980709506	1.51537695203021
"SOX2"	1.94883010990704	0	0	0	0	0	0	0	0	0	3.44224930436112	2.89074961544836	2.41534932603235	0	0	0	2.6108298331905	1.61748624561693	0	1.93755687852634	2.27402056526025	0	0	0	0	0	0	0	0	0	3.00355599440811	0	0	1.00477839626975	1.55098020908326	2.14471215529002	2.71366819340643	0	0	0	0	1.60752067267123	0	0	0	0	1.88314316394171	0	0	0	0	0	0	0	0	0	0	0	0	2.38079930126505	0	1.51537695203021
"SOX4"	0	0	0	1.96712095815354	0	0	0	3.22041310418709	0	0	0	0	1.80777059747919	1.66165694123613	1.73377801007416	0	0	2.20616318433703	0	1.93755687852634	1.67881431977764	0	2.53057238575865	0	0	0	3.18531784304645	2.40245316583027	0	0	0	0	0	2.07004853471723	1.55098020908326	1.2565256720442	1.73955974323463	0	2.51921015701852	0	0.666043950614367	0	0	0	0	2.57199359828721	0	0	0	0	0	0	0	2.29021416953387	0	1.58973284135477	0	0	0	2.38079930126505	0	1.51537695203021
"SOX9"	1.94883010990704	0	3.48878178667972	0	1.45339535345086	0	2.14493407592794	0	0	0	2.78059366209879	2.89074961544836	0	0	0	0	3.48203519463206	2.20616318433703	0	0	3.12658462302919	0	0	0	0	0	0	0	3.64217354759646	2.89881703274323	0	2.08841810464014	0	0	0	0	0	0	1.34929213876356	1.13985095163261	0	1.60752067267123	1.93586352124371	0	0	0	1.88314316394171	0	4.52983351292491	3.4035202630783	0	0	0	1.6935081435172	0	1.77122486678635	3.55904672250949	0	0	0	0	0
"SPARCL1"	2.56809357792768	0	3.48878178667972	2.96785655597551	2.02223974671501	3.15580439182443	2.14493407592794	0	0	0	0	0	1.80777059747919	2.25508091337169	0	0	0	2.20616318433703	0	1.93755687852634	3.12658462302919	0	2.53057238575865	0	0	0	0	0	0	0	0	3.10083108594646	0	1.49573242484409	0	0	2.34081217434162	0	1.34929213876356	1.99862553558427	1.89898761979795	0	1.09080698379488	0	0	0	1.88314316394171	0	5.21757487279692	0	0	0	0	3.90849259087303	3.12894952361439	1.58973284135477	0	0	0	2.38079930126505	0	2.45559876303423
"SPINK1"	0	0	0	1.96712095815354	2.02223974671501	0	0	0	0	0	0	0	1.80777059747919	0	0	1.79719676565528	0	2.57423016653601	0	3.2095154566136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.90350832836144	1.65872409078554	0	0	0	4.18229635709524	0	0	0	2.03283462619696	0	0	0	0	0	0	2.11424399841647	0.680877087968131	0	0	0	1.77609937832505	0	2.09214460593609
"SPOCK2"	0	0	0	1.96712095815354	1.45339535345086	3.15580439182443	0	0	0	0	0	0	1.80777059747919	0	0	0	0	1.61748624561693	0	0	1.67881431977764	0	2.90914119708542	3.4049264704207	0	0	0	0	0	0	0	0	0	2.07004853471723	1.55098020908326	1.2565256720442	1.73955974323463	0	2.25801524284491	1.65872409078554	1.74617051740075	1.60752067267123	1.09080698379488	0	2.17964170677835	2.57199359828721	0	0	0	0	0	0	2.0421170844929	1.6935081435172	2.11424399841647	1.08221847889243	0	0	0	1.77609937832505	0	0
"SPP1"	0	3.33665082352223	4.85190624829349	1.96712095815354	2.64691605367314	0	3.83403700481132	0	0	0	4.33915782294856	0	3.06280008569134	1.66165694123613	1.73377801007416	2.40382540604214	3.26654844895125	0	3.20213266357272	4.19508658590879	0	4.87851077885031	0	0	4.65554639331316	0	4.54009695258561	2.40245316583027	0	0	5.20944427854804	3.10083108594646	4.06853542616818	0	2.13205549835436	0	3.65218137803077	0	3.38598085357725	1.65872409078554	1.06230891241267	2.83095738596262	1.60006420913208	0	2.17964170677835	0	2.49718693891809	2.03283462619696	0	4.07989964972856	0	0	3.05025475493917	0	2.11424399841647	1.92478260262944	0	2.23433661255518	0	1.77609937832505	0	2.72159442620997
"SPRY2"	0	0	0	0	0	3.15580439182443	0	0	0	0	0	0	1.80777059747919	1.66165694123613	0	1.79719676565528	0	2.57423016653601	3.20213266357272	0	0	0	0	0	0	0	0	0	0	2.89881703274323	0	2.08841810464014	0	1.49573242484409	2.13205549835436	0	1.73955974323463	0	1.34929213876356	1.13985095163261	1.56571298628611	2.19509408385393	1.60006420913208	0	2.81458649584905	0	0	0	0	0	0	0	0	2.29021416953387	2.11424399841647	0.680877087968131	0	2.23433661255518	0	0	2.54127961337563	0
"SPRY4"	0	0	0	0	1.45339535345086	0	0	0	0	2.97312237002494	0	0	2.79058333601975	1.66165694123613	0	0	0	0	0	0	0	0	0	0	3.29737888635614	0	0	0	0	3.28574866909512	0	0	0	1.82356587594211	0	0	2.71366819340643	0	0	0	1.34535897477901	2.56273683120711	0	0	0	0	0	0	0	0	0	0	0	2.29021416953387	0	0.680877087968131	0	0	0	0	0	2.09214460593609
"SQSTM1"	2.94766580891986	2.94880745714876	4.16654216959619	2.96785655597551	2.85578430928917	0	2.14493407592794	0	3.83403700481132	0	2.78059366209879	0	3.45255693277415	2.25508091337169	2.97797650106947	2.40382540604214	3.26654844895125	2.57423016653601	4.55744549173979	3.42455099211647	2.64458443575225	0	2.90914119708542	0	0	0	3.18531784304645	3.0492968559597	4.32213652463613	0	0	2.08841810464014	0	2.432543628565	2.76407525344037	3.83379108921604	1.73955974323463	0	3.04370647749701	3.72327471761703	3.08298616727699	3.36498146058314	2.82217629803934	0	3.4773108111958	3.22620080581533	0	3.70903006982919	0	0	0	2.51059203726549	2.0421170844929	3.31894406550456	2.11424399841647	2.28038936060226	4.2378586689599	0	0	3.02660503633725	1.92394980709506	3.69044073468089
"SRC"	0	3.61540419314867	0	0	0	0	2.77776009383232	0	0	2.32985368712411	0	0	2.41534932603235	2.62496545469943	0	0	0	0	0	0	1.67881431977764	0	1.9140282541557	3.4049264704207	0	0	0	0	0	0	0	0	0	2.07004853471723	2.13205549835436	2.40268171581532	0	0	1.34929213876356	1.65872409078554	1.74617051740075	2.19509408385393	2.18680390681599	0	2.17964170677835	0	0	2.65825754389449	0	0	0	3.1622815318928	2.0421170844929	0	2.74513031640784	1.36783229828016	0	0	0	0	0	2.45559876303423
"SREBF1"	0	0	0	0	0	3.8274193506325	0	0	0	0	0	2.89074961544836	0	2.25508091337169	2.33447218499518	0	0	0	0	0	0	0	0	0	0	0	2.53270310735032	3.0492968559597	0	0	0	0	0	2.07004853471723	1.55098020908326	0	1.73955974323463	0	0	1.99862553558427	1.56571298628611	1.60752067267123	1.60006420913208	0	2.17964170677835	0	0	2.03283462619696	0	0	0	0	2.0421170844929	1.6935081435172	0	0	0	0	0	0	0	1.51537695203021
"SRGN"	3.61423180966485	4.41127376068743	4.16654216959619	4.76942254457851	4.59843170244283	4.73056463067624	4.33617614993467	5.05783689558055	5.76123998906026	5.06701212036635	4.80425662621764	4.63512518474829	4.9316979895107	4.29805451758484	3.86325382005964	3.93821939061163	2.99149886123521	4.4043760261144	3.20213266357272	4.50121490158346	5.23880889361957	0	4.40580243066913	4.30109045422178	4.87678639075308	0	4.76110374830482	4.39939996619565	0	3.28574866909512	4.57249657608006	4.60526919098792	4.46828341668349	4.77683964220039	4.68920457327398	4.51606564221999	4.6471408163482	3.50429727953181	3.95861127191948	4.47936199840842	4.71620176535638	4.79341325551106	4.78415713862737	0	5.01076600450753	4.11837829341187	4.77116634051754	4.89570320059307	0	5.85746793000426	0	5.1398095460129	4.22052308881709	4.89900175355385	4.39588680149261	5.06305803172341	4.2378586689599	5.30413444286208	0	5.09328048539748	4.60931363681114	4.32511050431514
"SST"	2.56809357792768	0	0	0	0	0	2.77776009383232	0	0	0	3.44224930436112	0	0	2.89437095865443	0	2.40382540604214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00477839626975	1.55098020908326	0	0	0	0	0	0.666043950614367	0	0	0	0	2.57199359828721	0	2.03283462619696	0	0	0	0	0	0	2.11424399841647	1.08221847889243	0	2.23433661255518	0	0	0	0
"ST6GAL1"	0	2.94880745714876	0	1.96712095815354	1.45339535345086	3.15580439182443	0	0	0	2.32985368712411	0	0	1.80777059747919	0	0	1.79719676565528	0	2.20616318433703	0	0	0	0	0	0	0	0	0	0	0	0	2.35882780460746	0	3.39234606353145	0	1.55098020908326	1.2565256720442	1.73955974323463	0	2.51921015701852	1.99862553558427	2.58812336417588	2.56273683120711	2.18680390681599	0	2.81458649584905	0	2.87482982910208	3.04008882372175	0	0	0	0	0	1.6935081435172	2.74513031640784	1.77122486678635	0	0	0	1.77609937832505	2.54127961337563	3.25261827297849
"ST6GALNAC3"	2.94766580891986	0	0	0	1.45339535345086	0	0	0	0	0	0	0	1.80777059747919	2.25508091337169	2.97797650106947	1.79719676565528	2.6108298331905	2.20616318433703	0	1.93755687852634	0	0	0	0	0	0	0	0	0	0	0	0	0	1.82356587594211	2.97453179122971	0	2.71366819340643	0	1.90350832836144	1.13985095163261	0.666043950614367	2.56273683120711	2.55412571518998	0	0	3.22620080581533	0	0	0	0	0	0	2.0421170844929	0	0	1.36783229828016	0	2.23433661255518	0	0	0	0
"STAT1"	1.94883010990704	2.30673559971927	0	1.96712095815354	3.84773180429989	3.15580439182443	3.65603055463394	2.56642755433085	0	2.97312237002494	2.78059366209879	0	2.79058333601975	3.95539641581253	1.73377801007416	3.26436772375654	0	1.61748624561693	0	2.55595062817341	2.91434821331261	0	2.90914119708542	0	0	0	4.40808902344239	3.43883844297743	0	0	0	2.7176223462617	4.97451169563692	3.08079114546088	3.73473668808197	3.26315842423045	2.98463809626959	3.50429727953181	3.17126281513977	3.99189755751615	3.08298616727699	2.19509408385393	3.2845428846928	0	2.17964170677835	3.22620080581533	3.81975612764863	2.03283462619696	0	4.07989964972856	0	3.55353646679106	3.05025475493917	2.29021416953387	2.74513031640784	3.61355122555499	4.2378586689599	2.87246613470874	0	4.09236353684416	3.58595262181841	2.72159442620997
"STAT3"	2.56809357792768	0	0	3.45790241042802	2.02223974671501	0	0	3.61247594983294	0	2.97312237002494	0	0	2.79058333601975	0	2.70711736521367	2.77870360668816	0	3.22852608070036	0	2.93520234422378	1.67881431977764	4.4768426212386	2.90914119708542	3.79926009890277	0	0	3.18531784304645	2.40245316583027	0	2.89881703274323	3.00355599440811	0	3.39234606353145	3.08079114546088	1.55098020908326	2.40268171581532	4.04896407146166	0	2.72611798288084	2.76531964901201	2.83854417268391	1.60752067267123	1.60006420913208	0	2.81458649584905	3.61834151330473	0	2.65825754389449	0	0	0	0	2.0421170844929	1.6935081435172	2.74513031640784	2.28038936060226	0	0	4.33073334028633	1.77609937832505	3.19424753769429	2.09214460593609
"STAT4"	0	2.30673559971927	0	0	1.45339535345086	0	0	0	0	2.97312237002494	0	3.55573671287402	0	2.25508091337169	1.73377801007416	2.40382540604214	1.98858234946178	2.20616318433703	0	1.93755687852634	1.67881431977764	0	0	0	0	0	0	2.40245316583027	0	0	0	2.7176223462617	0	1.82356587594211	2.76407525344037	1.2565256720442	2.34081217434162	0	2.51921015701852	1.65872409078554	2.25325763353716	0	1.60006420913208	0	0	0	1.88314316394171	0	0	0	0	0	2.0421170844929	2.29021416953387	0	1.77122486678635	0	0	0	0	2.92013871803569	1.51537695203021
"STAT5A"	2.56809357792768	2.30673559971927	3.48878178667972	0	1.45339535345086	0	2.14493407592794	2.56642755433085	0	0	0	0	1.80777059747919	2.62496545469943	0	2.77870360668816	2.99149886123521	0	0	2.55595062817341	0	0	0	0	0	0	3.18531784304645	0	0	0	0	3.10083108594646	3.39234606353145	2.26763226774709	2.49718693891809	0	2.34081217434162	0	3.04370647749701	1.65872409078554	1.34535897477901	1.60752067267123	1.93586352124371	0	2.17964170677835	3.22620080581533	0	2.03283462619696	0	3.4035202630783	0	0	2.66818720706047	2.29021416953387	2.11424399841647	1.36783229828016	0	0	0	2.38079930126505	0	0
"STAT5B"	0	0	0	0	0	0	0	0	0	0	0	0	2.41534932603235	1.66165694123613	0	0	0	1.61748624561693	0	0	1.67881431977764	0	1.9140282541557	0	3.29737888635614	0	0	3.0492968559597	0	0	0	2.08841810464014	0	2.07004853471723	1.55098020908326	0	2.71366819340643	0	1.34929213876356	1.13985095163261	2.51432453598311	1.60752067267123	1.93586352124371	0	2.17964170677835	0	1.88314316394171	2.03283462619696	0	0	5.05010443593936	0	0	1.6935081435172	2.74513031640784	0	4.2378586689599	2.23433661255518	0	1.77609937832505	0	1.51537695203021
"STAT6"	2.56809357792768	2.30673559971927	0	0	0	0	0	0	0	0	2.78059366209879	0	0	1.66165694123613	0	0	2.99149886123521	2.84267527153734	0	2.93520234422378	2.27402056526025	0	0	4.30109045422178	0	6.37882558455555	2.53270310735032	0	0	0	2.35882780460746	2.7176223462617	0	1.49573242484409	1.55098020908326	0	1.73955974323463	0	2.25801524284491	1.99862553558427	1.89898761979795	0	2.18680390681599	0	0	0	1.88314316394171	3.04008882372175	0	0	0	0	0	1.6935081435172	2.11424399841647	1.58973284135477	0	2.23433661255518	0	0	2.92013871803569	0
"STMN1"	0	0	0	0	2.02223974671501	0	0	0	0	0	0	2.89074961544836	2.41534932603235	1.66165694123613	0	0	0	2.84267527153734	0	1.93755687852634	2.64458443575225	0	1.9140282541557	0	0	0	3.18531784304645	0	0	2.89881703274323	0	2.08841810464014	0	1.00477839626975	1.55098020908326	1.7961479158672	3.37310698435427	3.50429727953181	1.34929213876356	2.45371794956806	1.56571298628611	1.60752067267123	0	0	2.17964170677835	0	2.49718693891809	2.03283462619696	0	0	0	0	2.0421170844929	0	0	1.36783229828016	0	0	0	0	1.92394980709506	1.51537695203021
"SUCNR1"	1.94883010990704	0	0	0	0	0	0	0	0	0	0	0	0	0	2.33447218499518	0	2.6108298331905	0	0	1.93755687852634	0	0	0	0	0	0	0	0	0	2.89881703274323	0	0	0	1.00477839626975	0	0	0	0	0	1.13985095163261	0.666043950614367	0	1.09080698379488	0	0	2.57199359828721	2.87482982910208	0	0	0	0	0	0	0	0	0.680877087968131	0	0	0	0	0	0
"SYK"	2.56809357792768	2.30673559971927	0	0	2.02223974671501	0	2.77776009383232	0	0	0	0	3.55573671287402	2.41534932603235	1.66165694123613	2.97797650106947	2.40382540604214	0	1.61748624561693	4.77848907596099	1.93755687852634	1.67881431977764	0	2.53057238575865	0	0	0	2.53270310735032	0	0	2.89881703274323	3.00355599440811	2.7176223462617	0	2.69802784549466	2.13205549835436	2.14471215529002	2.71366819340643	0	2.25801524284491	1.13985095163261	1.06230891241267	1.60752067267123	2.38723650223465	0	0	0	0	0	0	0	0	0	2.66818720706047	2.29021416953387	2.74513031640784	2.37547280874254	3.55904672250949	0	0	2.38079930126505	0	2.72159442620997
"TACSTD2"	0	0	0	0	0	0	2.14493407592794	0	4.51631424581798	0	0	0	0	0	0	1.79719676565528	1.98858234946178	0	0	0	0	0	0	0	0	0	0	2.40245316583027	0	0	0	0	0	1.00477839626975	1.55098020908326	0	0	0	1.90350832836144	0	1.06230891241267	0	0	0	0	2.57199359828721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"TAGLN"	3.43728331418562	3.33665082352223	3.48878178667972	4.13517639679234	3.30398547119147	3.15580439182443	0	2.56642755433085	0	2.97312237002494	0	4.45474272510124	3.84741108710165	2.62496545469943	2.70711736521367	0	0	0	5.11255593790878	1.93755687852634	3.69468211527157	0	3.39791647550574	0	4.37102888046434	0	0	0	4.03886852858167	3.56403358500851	3.39234606353145	3.37719642044345	0	3.29470767633448	4.27117499786249	2.6075645505937	3.87012453186867	0	3.38598085357725	3.10292716779821	4.07308370232076	3.96794007094602	3.8386677111529	0	2.81458649584905	0	2.49718693891809	3.53159680111883	0	0	0	4.05284674863846	4.74508375131226	4.14534450096488	2.11424399841647	0.680877087968131	4.92376042656012	2.23433661255518	5.17048399503815	0	2.54127961337563	3.59762354463765
"TAP1"	0	0	0	0	0	0	2.14493407592794	0	0	0	0	0	1.80777059747919	2.25508091337169	2.70711736521367	0	2.6108298331905	1.61748624561693	0	2.55595062817341	0	0	0	0	0	0	0	3.0492968559597	0	0	0	0	0	2.432543628565	2.13205549835436	0	1.73955974323463	0	1.34929213876356	1.65872409078554	1.89898761979795	2.56273683120711	1.09080698379488	0	2.17964170677835	0	1.88314316394171	0	0	0	0	2.51059203726549	2.66818720706047	0	0	1.36783229828016	0	0	0	1.77609937832505	2.54127961337563	2.72159442620997
"TAP2"	1.94883010990704	0	0	0	2.02223974671501	3.15580439182443	0	0	0	0	2.78059366209879	0	1.80777059747919	2.62496545469943	2.70711736521367	2.77870360668816	0	0	0	0	1.67881431977764	0	0	3.4049264704207	0	0	0	0	0	0	2.35882780460746	0	0	1.49573242484409	1.55098020908326	1.7961479158672	2.34081217434162	0	0	1.13985095163261	2.43464237551565	1.60752067267123	1.09080698379488	0	0	0	2.49718693891809	0	0	0	0	0	2.66818720706047	1.6935081435172	0	1.36783229828016	0	2.23433661255518	0	0	0	1.51537695203021
"TBX21"	0	0	0	0	0	0	0	0	0	0	0	2.89074961544836	1.80777059747919	0	0	1.79719676565528	2.6108298331905	1.61748624561693	0	0	0	0	0	0	3.97186300578416	0	0	0	0	2.89881703274323	2.35882780460746	0	0	2.07004853471723	0	0	1.73955974323463	0	0	0	1.34535897477901	0	0	0	2.81458649584905	0	0	0	0	0	0	0	2.0421170844929	0	0	1.08221847889243	0	0	0	0	0	0
"TCL1A"	0	0	0	0	0	0	0	0	3.1622815318928	0	2.78059366209879	0	0	1.66165694123613	0	0	2.6108298331905	0	0	0	0	0	1.9140282541557	0	0	0	0	2.40245316583027	0	2.89881703274323	0	0	0	1.00477839626975	1.55098020908326	0	0	0	0	1.13985095163261	0	1.60752067267123	0	0	0	0	0	2.03283462619696	0	0	0	0	0	0	0	0	0	0	0	1.77609937832505	0	0
"TEK"	2.56809357792768	0	0	0	2.38258241729151	0	0	0	0	2.97312237002494	0	0	1.80777059747919	1.66165694123613	0	0	0	0	0	1.93755687852634	0	0	0	0	0	0	3.18531784304645	0	3.64217354759646	0	0	0	0	1.00477839626975	0	2.14471215529002	0	0	0	0	1.34535897477901	2.19509408385393	0	0	0	0	0	0	0	0	0	0	0	1.6935081435172	2.11424399841647	0	0	0	0	0	2.54127961337563	0
