""	"RCC3-1_None_Tumor"	"RCC3-10_None_Stroma"	"RCC3-11_None_Tumor"	"RCC3-12_None_Stroma"	"RCC3-13_None_Tumor"	"RCC3-14_None_Stroma"	"RCC3-15_None_Tumor"	"RCC3-16_None_Stroma"	"RCC3-17_None_Tumor"	"RCC3-18_None_Stroma"	"RCC3-19_None_Tumor"	"RCC3-2_None_Stroma"	"RCC3-20_None_Stroma"	"RCC3-21_None_Tumor"	"RCC3-22_None_Stroma"	"RCC3-3_None_Tumor"	"RCC3-4_None_Stroma"	"RCC3-5_None_Tumor"	"RCC3-6_None_Stroma"	"RCC3-7_None_Tumor"	"RCC3-8_None_Stroma"	"RCC3-9_None_Tumor"	"RCC4-1_Ipi + Nivo_Tumor"	"RCC4-10_None_Stroma"	"RCC4-11_None_Tumor"	"RCC4-12_None_Tumor"	"RCC4-13_None_Tumor"	"RCC4-14_None_Tumor"	"RCC4-15_None_Tumor"	"RCC4-16_None_Stroma"	"RCC4-17_Pembrolizumab and Axitnib_Stroma"	"RCC4-18_Pembrolizumab and Axitnib_Stroma"	"RCC4-19_Pembrolizumab and Axitnib_Tumor"	"RCC4-2_Ipi + Nivo_Stroma"	"RCC4-20_Pembrolizumab and Axitnib_Stroma"	"RCC4-21_Pembrolizumab and Axitnib_Tumor"	"RCC4-22_Pembrolizumab and Axitnib_Tumor"	"RCC4-3_Ipi + Nivo_Tumor"	"RCC4-4_Ipi + Nivo_Stroma"	"RCC4-5_Pembrolizumab and Axitnib_Tumor"	"RCC4-6_Pembrolizumab and Axitnib_Stroma"	"RCC4-7_Pembrolizumab and Axitnib_Tumor"	"RCC4-8_Pembrolizumab and Axitnib_Stroma"	"RCC4-9_None_Tumor"	"RCC5-1_Pembrolizumab and Axitnib_Tumor"	"RCC5-10_None_Stroma"	"RCC5-11_None_Tumor"	"RCC5-12_None_Stroma"	"RCC5-14_None_Stroma"	"RCC5-15_None_Tumor"	"RCC5-16_None_Stroma"	"RCC5-19_Pembrolizumab and Axitnib_Tumor"	"RCC5-2_Pembrolizumab and Axitnib_Stroma"	"RCC5-20_Pembrolizumab and Axitnib_Stroma"	"RCC5-21_None_Tumor"	"RCC5-23_None_Tumor"	"RCC5-4_None_Stroma"	"RCC5-5_None_Tumor"	"RCC5-6_None_Stroma"	"RCC5-7_None_Tumor"	"RCC5-8_None_Stroma"	"RCC5-9_None_Tumor"
"ABL1"	1.94883010990704	0	0	0	0	0	2.14493407592794	2.56642755433085	0	0	0	0	1.80777059747919	1.66165694123613	1.73377801007416	0	0	0	0	0	1.67881431977764	0	1.9140282541557	0	0	0	0	2.40245316583027	0	0	0	0	0	1.00477839626975	0	0	1.73955974323463	0	2.25801524284491	0	1.89898761979795	2.19509408385393	1.93586352124371	0	2.17964170677835	0	0	0	0	0	0	0	0	0	0	0.680877087968131	0	0	0	1.77609937832505	1.92394980709506	0
"ABL2"	0	0	0	2.58777328339773	0	0	2.14493407592794	2.56642755433085	0	0	0	0	0	0	0	2.40382540604214	0	2.20616318433703	0	1.93755687852634	2.64458443575225	0	0	0	0	0	0	0	0	0	0	0	0	1.49573242484409	0	1.2565256720442	2.71366819340643	0	1.34929213876356	0	1.06230891241267	1.60752067267123	2.18680390681599	0	0	0	0	0	0	0	0	2.51059203726549	0	2.29021416953387	2.11424399841647	1.58973284135477	0	0	3.25809653802148	2.38079930126505	1.92394980709506	2.09214460593609
"ACE"	0	0	0	0	0	0	0	0	0	0	0	2.89074961544836	0	0	2.97797650106947	0	0	0	0	0	1.67881431977764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.13985095163261	0.666043950614367	0	0	0	0	2.57199359828721	2.87482982910208	0	0	0	0	0	0	0	2.11424399841647	1.08221847889243	0	0	0	1.77609937832505	0	1.51537695203021
"ACE2"	3.22214560875419	0	0	1.96712095815354	0	0	2.14493407592794	0	0	2.32985368712411	0	0	0	1.66165694123613	0	2.40382540604214	2.6108298331905	2.20616318433703	3.87473250368936	0	1.67881431977764	0	0	0	0	0	0	2.40245316583027	0	0	3.00355599440811	2.08841810464014	0	1.00477839626975	0	0	2.34081217434162	0	1.34929213876356	0	1.56571298628611	0	0	0	0	0	1.88314316394171	0	0	0	0	0	0	0	2.11424399841647	1.36783229828016	0	0	0	0	0	0
"ACKR1"	0	0	4.16654216959619	0	0	3.15580439182443	0	0	0	0	0	0	2.41534932603235	0	0	0	0	0	0	1.93755687852634	1.67881431977764	0	1.9140282541557	0	4.37102888046434	0	0	0	0	0	2.35882780460746	0	0	0	0	1.2565256720442	1.73955974323463	0	0	1.13985095163261	0	0	0	0	0	0	0	2.65825754389449	0	0	0	0	0	0	0	1.36783229828016	0	0	0	0	1.92394980709506	0
"ACKR3"	0	0	0	0	1.45339535345086	0	2.14493407592794	2.56642755433085	0	0	0	0	0	1.66165694123613	0	1.79719676565528	0	2.20616318433703	0	2.55595062817341	0	0	2.53057238575865	0	0	0	0	2.40245316583027	0	0	0	0	0	2.07004853471723	0	2.40268171581532	0	3.50429727953181	0	1.99862553558427	0	0	0	0	0	0	1.88314316394171	0	0	0	0	2.51059203726549	2.0421170844929	1.6935081435172	2.11424399841647	0.680877087968131	0	0	0	0	0	0
"ACKR4"	1.94883010990704	2.30673559971927	0	2.58777328339773	0	0	0	0	0	0	0	0	0	2.62496545469943	0	2.40382540604214	2.6108298331905	2.20616318433703	0	0	0	0	0	0	0	0	0	2.40245316583027	0	0	0	0	0	1.00477839626975	0	1.7961479158672	1.73955974323463	0	1.34929213876356	1.65872409078554	0	1.60752067267123	0	0	2.17964170677835	0	1.88314316394171	2.65825754389449	0	0	0	0	0	0	0	1.58973284135477	0	0	0	0	0	0
"ACTA2"	0	2.30673559971927	0	0	2.02223974671501	0	0	0	0	2.97312237002494	0	0	2.41534932603235	0	3.76022387090402	0	0	0	3.87473250368936	0	0	0	3.57464862789612	0	0	0	0	0	0	0	3.39234606353145	2.08841810464014	0	0	2.97453179122971	0	2.34081217434162	0	1.34929213876356	2.25184001049852	1.74617051740075	0	2.18680390681599	0	2.81458649584905	0	0	2.65825754389449	0	0	0	2.51059203726549	3.7194437868575	3.31894406550456	0	1.08221847889243	0	2.23433661255518	3.25809653802148	0	2.54127961337563	0
"ACTG2"	0	0	0	0	0	3.15580439182443	0	2.56642755433085	0	0	0	0	0	1.66165694123613	0	1.79719676565528	2.99149886123521	1.61748624561693	0	1.93755687852634	2.91434821331261	0	1.9140282541557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.34929213876356	1.13985095163261	0.666043950614367	1.60752067267123	0	0	0	2.57199359828721	0	0	0	0	0	0	0	0	0	0	0	0	4.61512051684126	0	1.92394980709506	0
"ACVR1"	0	0	0	1.96712095815354	0	3.15580439182443	2.14493407592794	0	0	0	0	0	0	1.66165694123613	2.33447218499518	1.79719676565528	0	1.61748624561693	0	0	0	0	0	0	0	0	0	0	0	3.56403358500851	0	0	0	1.49573242484409	1.55098020908326	0	0	0	0	1.13985095163261	1.06230891241267	0	1.09080698379488	0	0	0	0	0	0	4.98599306783337	0	0	0	0	0	0	0	0	0	0	0	2.09214460593609
"ACVR1B"	1.94883010990704	0	0	0	1.45339535345086	0	2.14493407592794	0	0	0	0	0	0	1.66165694123613	0	1.79719676565528	0	1.61748624561693	0	0	0	0	2.53057238575865	0	0	5.46507729030307	0	0	0	0	2.35882780460746	0	0	1.49573242484409	2.13205549835436	0	1.73955974323463	0	1.90350832836144	0	1.34535897477901	1.60752067267123	1.09080698379488	0	0	0	0	0	0	4.07989964972856	0	0	0	0	0	1.58973284135477	0	0	0	0	0	1.51537695203021
"ACVR2A"	0	0	0	0	1.45339535345086	0	0	0	0	0	0	2.89074961544836	1.80777059747919	1.66165694123613	0	0	2.6108298331905	1.61748624561693	0	0	0	0	1.9140282541557	0	0	0	0	0	0	0	0	2.08841810464014	0	1.00477839626975	0	1.2565256720442	2.34081217434162	0	2.51921015701852	1.13985095163261	1.34535897477901	0	1.09080698379488	0	0	2.57199359828721	1.88314316394171	2.65825754389449	0	0	0	0	2.0421170844929	2.29021416953387	2.11424399841647	0.680877087968131	0	0	0	0	0	0
"ACVRL1"	2.56809357792768	0	0	0	0	0	2.14493407592794	3.22041310418709	0	2.32985368712411	0	0	0	1.66165694123613	0	1.79719676565528	0	2.20616318433703	0	0	0	0	3.18309888609377	3.79926009890277	3.97186300578416	0	0	0	0	0	3.39234606353145	0	0	1.82356587594211	0	0	2.34081217434162	0	2.51921015701852	1.65872409078554	0.666043950614367	2.19509408385393	0	0	2.81458649584905	0	1.88314316394171	2.65825754389449	4.52983351292491	0	0	0	2.0421170844929	0	0	1.58973284135477	0	0	0	1.77609937832505	1.92394980709506	0
"ADGRA2"	0	0	0	0	2.02223974671501	0	0	0	0	0	2.78059366209879	2.89074961544836	1.80777059747919	1.66165694123613	0	2.40382540604214	0	0	3.20213266357272	1.93755687852634	0	0	1.9140282541557	0	0	0	2.53270310735032	0	0	3.56403358500851	3.00355599440811	0	0	0	0	0	0	0	2.51921015701852	1.13985095163261	0	1.60752067267123	1.09080698379488	0	2.17964170677835	2.57199359828721	1.88314316394171	0	0	0	0	0	2.0421170844929	0	0	1.08221847889243	0	0	0	1.77609937832505	1.92394980709506	0
"ADGRA3"	0	0	0	0	2.38258241729151	0	2.14493407592794	0	0	0	0	0	0	1.66165694123613	2.33447218499518	0	1.98858234946178	2.57423016653601	0	2.55595062817341	1.67881431977764	0	2.53057238575865	3.79926009890277	0	0	0	0	0	0	0	0	0	1.00477839626975	1.55098020908326	0	0	0	0	1.13985095163261	1.89898761979795	0	0	0	2.81458649584905	2.57199359828721	0	0	0	0	0	0	2.0421170844929	0	0	1.36783229828016	0	0	0	0	1.92394980709506	0
"ADGRB2"	0	0	0	0	0	0	2.14493407592794	0	0	0	2.78059366209879	2.89074961544836	2.41534932603235	0	2.97797650106947	0	0	1.61748624561693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.55098020908326	0	2.34081217434162	0	0	1.13985095163261	1.06230891241267	1.60752067267123	0	0	0	2.57199359828721	0	0	0	0	0	0	2.66818720706047	0	0	0	0	0	0	0	1.92394980709506	0
"ADGRB3"	0	0	0	0	0	0	0	0	0	0	3.44224930436112	0	0	0	1.73377801007416	2.40382540604214	1.98858234946178	1.61748624561693	0	1.93755687852634	1.67881431977764	0	0	0	0	0	2.53270310735032	0	0	0	0	0	0	1.00477839626975	0	1.7961479158672	0	0	1.34929213876356	1.13985095163261	0	1.60752067267123	0	0	2.81458649584905	0	0	0	0	0	0	0	0	0	0	1.36783229828016	0	0	0	0	1.92394980709506	0
"ADGRD1"	0	0	0	0	2.02223974671501	0	2.77776009383232	0	0	0	0	0	1.80777059747919	2.25508091337169	1.73377801007416	0	0	3.05409646968604	0	0	0	0	0	0	0	0	2.53270310735032	0	0	3.56403358500851	0	2.7176223462617	0	1.49573242484409	2.13205549835436	1.7961479158672	1.73955974323463	0	2.25801524284491	1.13985095163261	1.74617051740075	0	0	0	0	0	1.88314316394171	2.03283462619696	0	0	0	2.51059203726549	0	1.6935081435172	0	1.36783229828016	0	0	0	0	0	0
"ADGRE1"	0	0	0	0	1.45339535345086	0	0	2.56642755433085	0	0	0	0	2.41534932603235	0	1.73377801007416	0	0	2.20616318433703	0	0	0	0	1.9140282541557	0	0	0	2.53270310735032	2.40245316583027	0	0	0	0	0	0	1.55098020908326	0	1.73955974323463	0	0	0	0	0	1.09080698379488	0	0	0	2.49718693891809	0	0	0	0	0	0	1.6935081435172	0	0.680877087968131	0	0	0	0	0	2.09214460593609
"ADGRE2"	1.94883010990704	0	0	1.96712095815354	2.38258241729151	3.8274193506325	2.14493407592794	3.22041310418709	0	2.97312237002494	2.78059366209879	0	2.41534932603235	1.66165694123613	1.73377801007416	2.77870360668816	2.99149886123521	2.84267527153734	0	1.93755687852634	1.67881431977764	0	0	0	0	0	3.18531784304645	2.40245316583027	0	3.56403358500851	3.00355599440811	2.08841810464014	0	2.69802784549466	1.55098020908326	1.2565256720442	2.34081217434162	0	1.90350832836144	2.25184001049852	0.666043950614367	0	1.93586352124371	0	2.81458649584905	0	1.88314316394171	2.03283462619696	0	0	0	0	2.66818720706047	0	3.40563036737448	1.58973284135477	3.55904672250949	0	0	1.77609937832505	2.54127961337563	2.09214460593609
"ADGRE5"	0	0	0	0	1.45339535345086	0	0	2.56642755433085	0	2.97312237002494	0	2.89074961544836	2.41534932603235	2.62496545469943	0	0	3.26654844895125	0	0	0	2.27402056526025	0	2.90914119708542	0	0	5.46507729030307	0	3.0492968559597	0	0	3.00355599440811	2.7176223462617	0	1.49573242484409	2.13205549835436	1.7961479158672	2.71366819340643	0	1.90350832836144	1.13985095163261	2.25325763353716	2.56273683120711	2.82217629803934	0	0	0	0	2.03283462619696	0	0	0	0	2.0421170844929	2.29021416953387	2.11424399841647	1.36783229828016	0	0	0	0	0	1.51537695203021
"ADGRF1"	0	2.94880745714876	3.48878178667972	0	0	0	0	2.56642755433085	0	0	0	0	0	1.66165694123613	1.73377801007416	0	0	0	0	0	0	0	0	0	0	0	2.53270310735032	0	0	0	0	0	0	1.49573242484409	1.55098020908326	1.2565256720442	0	0	1.90350832836144	1.13985095163261	1.56571298628611	0	1.09080698379488	0	0	0	1.88314316394171	3.04008882372175	0	0	0	2.51059203726549	0	0	0	1.08221847889243	0	0	0	0	2.54127961337563	1.51537695203021
"ADGRF3"	0	0	0	0	0	0	2.14493407592794	0	3.83403700481132	2.32985368712411	0	0	1.80777059747919	0	0	0	0	0	0	0	2.27402056526025	0	0	0	0	0	0	0	0	2.89881703274323	0	0	0	1.00477839626975	0	1.2565256720442	1.73955974323463	0	2.25801524284491	1.65872409078554	1.89898761979795	2.56273683120711	2.18680390681599	0	0	0	0	0	0	3.4035202630783	0	0	0	2.66134840072109	0	1.58973284135477	0	0	0	1.77609937832505	0	0
"ADGRF4"	0	0	0	0	0	0	0	0	0	0	0	0	2.41534932603235	0	0	1.79719676565528	0	1.61748624561693	0	0	1.67881431977764	0	2.53057238575865	0	0	0	0	0	0	0	0	0	0	1.00477839626975	0	0	0	0	2.25801524284491	1.13985095163261	0.666043950614367	1.60752067267123	0	0	0	0	1.88314316394171	0	0	0	0	0	2.0421170844929	0	2.11424399841647	0.680877087968131	0	0	0	0	1.92394980709506	1.51537695203021
"ADGRF5"	0	0	0	0	1.45339535345086	0	0	0	0	0	0	0	0	2.25508091337169	2.33447218499518	2.40382540604214	2.6108298331905	2.84267527153734	3.20213266357272	1.93755687852634	2.27402056526025	0	1.9140282541557	0	0	0	0	0	0	0	0	2.08841810464014	0	0	0	0	1.73955974323463	0	1.90350832836144	0	1.34535897477901	0	1.93586352124371	0	0	0	1.88314316394171	0	0	0	0	0	0	0	2.74513031640784	0.680877087968131	0	0	0	0	0	0
"ADGRG1"	0	0	0	0	1.45339535345086	0	0	0	0	0	2.78059366209879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.40245316583027	0	0	0	0	0	0	0	1.2565256720442	2.34081217434162	0	1.34929213876356	1.13985095163261	1.06230891241267	1.60752067267123	1.60006420913208	0	0	0	0	0	0	4.47971242599534	0	0	0	0	0	1.36783229828016	0	0	0	0	2.54127961337563	0
"ADGRG2"	1.94883010990704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.79719676565528	0	1.61748624561693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2565256720442	1.73955974323463	0	1.34929213876356	1.13985095163261	0.666043950614367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.09214460593609
"ADGRG3"	0	2.94880745714876	0	1.96712095815354	2.02223974671501	3.8274193506325	0	2.56642755433085	0	2.32985368712411	0	0	1.80777059747919	1.66165694123613	2.33447218499518	0	2.6108298331905	2.20616318433703	0	3.60143045099591	1.67881431977764	0	1.9140282541557	3.4049264704207	0	0	2.53270310735032	3.43883844297743	0	0	0	0	0	1.82356587594211	0	2.14471215529002	1.73955974323463	0	1.90350832836144	1.13985095163261	0	2.56273683120711	1.60006420913208	0	0	0	0	2.03283462619696	0	0	0	0	0	0	0	0.680877087968131	0	0	0	0	0	1.51537695203021
"ADGRG5"	0	0	0	1.96712095815354	0	3.15580439182443	2.14493407592794	0	0	0	0	0	0	0	1.73377801007416	0	0	0	0	0	0	0	0	2.74444903630255	0	0	2.53270310735032	2.40245316583027	0	0	0	0	0	2.07004853471723	0	0	1.73955974323463	0	0	0	1.06230891241267	0	1.09080698379488	0	0	0	0	0	0	0	0	0	0	2.29021416953387	0	0	0	0	0	0	0	0
"ADGRG6"	1.94883010990704	0	0	1.96712095815354	0	0	0	2.56642755433085	0	0	0	2.89074961544836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.64217354759646	0	0	0	0	1.49573242484409	1.55098020908326	0	1.73955974323463	0	0	0	1.56571298628611	0	1.60006420913208	0	0	0	0	0	0	0	0	2.51059203726549	0	0	2.11424399841647	0.680877087968131	0	2.23433661255518	0	0	0	1.51537695203021
"ADGRL1"	1.94883010990704	0	0	0	1.45339535345086	0	0	0	0	0	0	0	1.80777059747919	0	0	0	0	2.57423016653601	0	1.93755687852634	0	0	1.9140282541557	0	0	0	2.53270310735032	2.40245316583027	0	0	0	0	0	0	0	0	0	3.50429727953181	1.34929213876356	0	1.74617051740075	2.19509408385393	1.09080698379488	0	0	0	0	0	0	0	0	0	2.0421170844929	2.29021416953387	0	0.680877087968131	0	0	0	0	0	0
"ADGRL2"	0	0	0	0	1.45339535345086	0	0	0	0	2.97312237002494	0	2.89074961544836	1.80777059747919	2.25508091337169	0	3.05073408299178	3.65921944876919	1.61748624561693	0	0	0	0	0	0	0	0	0	2.40245316583027	0	0	2.35882780460746	0	0	1.82356587594211	2.13205549835436	1.7961479158672	1.73955974323463	0	0	1.13985095163261	1.34535897477901	1.60752067267123	0	0	0	0	1.88314316394171	2.65825754389449	0	0	0	0	0	0	0	1.92478260262944	0	2.23433661255518	3.25809653802148	1.77609937832505	0	0
"ADGRL4"	2.56809357792768	0	3.48878178667972	1.96712095815354	1.45339535345086	0	2.14493407592794	0	0	0	0	0	0	1.66165694123613	1.73377801007416	0	0	1.61748624561693	0	1.93755687852634	0	0	0	0	0	0	0	0	0	0	3.00355599440811	0	0	1.00477839626975	0	0	2.34081217434162	0	1.34929213876356	1.13985095163261	0	2.19509408385393	1.93586352124371	0	0	0	0	0	0	0	0	0	0	0	0	0.680877087968131	0	0	0	0	0	1.51537695203021
"ADGRV1"	0	0	0	0	1.45339535345086	0	0	0	0	0	0	0	0	0	0	0	1.98858234946178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.39234606353145	1.49573242484409	0	0	0	0	1.34929213876356	0	0	0	0	0	2.17964170677835	0	1.88314316394171	0	0	0	0	0	0	0	0	1.08221847889243	0	0	0	0	0	0
"ADIPOQ"	0	0	0	0	1.45339535345086	0	0	0	3.1622815318928	0	0	0	0	1.66165694123613	0	1.79719676565528	3.26654844895125	0	3.20213266357272	1.93755687852634	0	0	0	0	0	0	2.53270310735032	0	0	0	3.00355599440811	0	0	1.49573242484409	0	0	0	0	0	0	0	2.19509408385393	1.09080698379488	4.18229635709524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ADIRF"	1.94883010990704	2.30673559971927	0	2.96785655597551	1.45339535345086	0	0	0	0	3.36139270087774	0	0	0	2.25508091337169	0	3.05073408299178	1.98858234946178	0	3.20213266357272	1.93755687852634	2.64458443575225	0	2.90914119708542	0	0	5.86913073116414	0	2.40245316583027	0	0	0	0	0	1.49573242484409	1.55098020908326	0	0	0	1.34929213876356	1.99862553558427	0.666043950614367	0	0	0	0	2.57199359828721	1.88314316394171	3.04008882372175	0	4.47971242599534	0	0	0	0	0	1.08221847889243	0	0	0	0	0	0
"ADM2"	0	0	0	0	0	0	2.14493407592794	0	0	0	0	0	0	0	0	0	0	2.20616318433703	0	0	0	0	0	0	0	0	2.53270310735032	0	0	0	0	2.08841810464014	0	0	0	1.2565256720442	2.34081217434162	0	0	0	0	0	0	0	2.17964170677835	0	0	0	0	0	0	0	0	0	0	1.36783229828016	0	0	0	0	0	0
"ADORA2A"	1.94883010990704	2.30673559971927	0	0	1.45339535345086	0	0	2.56642755433085	0	0	0	0	0	0	0	0	0	1.61748624561693	0	0	0	0	0	0	3.97186300578416	0	0	0	3.64217354759646	2.89881703274323	0	0	0	1.00477839626975	0	0	2.34081217434162	0	1.34929213876356	1.13985095163261	0	1.60752067267123	0	0	0	0	0	0	0	0	0	0	0	0	2.11424399841647	1.08221847889243	0	0	0	1.77609937832505	0	0
"AGR2"	0	0	0	1.96712095815354	1.45339535345086	0	0	0	3.83403700481132	2.32985368712411	0	0	0	0	0	0	0	1.61748624561693	3.20213266357272	1.93755687852634	0	0	0	0	0	0	0	0	0	2.89881703274323	2.35882780460746	0	0	1.00477839626975	1.55098020908326	0	0	0	0	0	1.89898761979795	0	0	0	0	0	0	0	0	0	0	0	0	1.6935081435172	0	1.08221847889243	0	0	0	0	0	1.51537695203021
"AHI1"	0	0	0	0	1.45339535345086	0	0	0	0	0	0	0	1.80777059747919	2.25508091337169	0	0	0	1.61748624561693	3.20213266357272	1.93755687852634	1.67881431977764	0	0	3.4049264704207	0	0	3.18531784304645	0	0	2.89881703274323	0	0	0	2.07004853471723	0	2.14471215529002	0	0	1.34929213876356	2.25184001049852	0	0	1.09080698379488	0	0	2.57199359828721	0	2.65825754389449	0	0	0	0	0	1.6935081435172	0	1.36783229828016	0	0	0	0	0	0
"AHR"	1.94883010990704	0	0	2.96785655597551	1.45339535345086	0	0	3.22041310418709	0	0	0	0	1.80777059747919	2.25508091337169	1.73377801007416	0	2.6108298331905	0	0	1.93755687852634	1.67881431977764	0	1.9140282541557	0	0	0	0	0	0	0	2.35882780460746	2.7176223462617	0	1.49573242484409	2.49718693891809	0	2.34081217434162	0	1.90350832836144	1.99862553558427	1.56571298628611	2.83095738596262	2.82217629803934	0	2.17964170677835	0	1.88314316394171	2.03283462619696	0	0	5.05010443593936	3.1622815318928	0	2.29021416953387	2.11424399841647	1.58973284135477	0	3.25889816697435	0	1.77609937832505	2.54127961337563	2.09214460593609
"AKT1"	0	2.30673559971927	0	0	1.45339535345086	0	0	0	3.83403700481132	0	0	0	2.41534932603235	0	0	0	0	2.57423016653601	3.20213266357272	1.93755687852634	1.67881431977764	0	1.9140282541557	0	4.37102888046434	0	3.18531784304645	3.0492968559597	0	0	0	3.37719642044345	0	1.82356587594211	1.55098020908326	1.7961479158672	2.34081217434162	0	0	1.13985095163261	2.14852117387686	2.19509408385393	2.18680390681599	0	0	0	2.49718693891809	2.03283462619696	0	0	0	0	0	2.29021416953387	2.11424399841647	1.92478260262944	0	0	0	0	0	2.09214460593609
"ALCAM"	0	2.94880745714876	0	1.96712095815354	0	0	2.14493407592794	0	0	0	0	0	0	0	2.33447218499518	1.79719676565528	0	2.20616318433703	0	1.93755687852634	1.67881431977764	0	0	0	0	0	2.53270310735032	0	0	2.89881703274323	3.67158517253952	0	0	1.49573242484409	1.55098020908326	1.2565256720442	0	0	2.25801524284491	1.65872409078554	1.89898761979795	2.19509408385393	0	0	0	0	1.88314316394171	0	0	0	0	0	0	0	0	1.58973284135477	0	0	0	1.77609937832505	0	2.09214460593609
"ANGPT1"	0	0	0	1.96712095815354	0	0	0	2.56642755433085	0	0	0	0	1.80777059747919	0	0	1.79719676565528	0	0	0	0	1.67881431977764	0	0	0	0	0	2.53270310735032	2.40245316583027	0	0	0	2.08841810464014	0	0	0	1.2565256720442	1.73955974323463	0	0	1.65872409078554	1.06230891241267	2.19509408385393	0	0	2.17964170677835	0	0	0	0	0	0	0	0	2.29021416953387	0	0.680877087968131	0	2.23433661255518	0	1.77609937832505	0	0
"ANGPT2"	1.94883010990704	0	0	0	2.38258241729151	0	0	0	0	0	0	0	1.80777059747919	0	0	0	3.26654844895125	2.20616318433703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.34929213876356	0	1.34535897477901	1.60752067267123	0	0	2.17964170677835	2.57199359828721	0	0	0	0	0	0	0	0	0	1.08221847889243	3.55904672250949	2.23433661255518	0	0	1.92394980709506	0
"ANGPT4"	1.94883010990704	0	0	0	2.02223974671501	0	0	0	0	0	0	0	0	0	2.33447218499518	0	0	1.61748624561693	3.20213266357272	0	0	0	0	0	3.29737888635614	0	0	0	0	0	0	0	3.39234606353145	0	1.55098020908326	0	0	0	0	1.13985095163261	0	0	1.09080698379488	0	0	2.57199359828721	0	2.65825754389449	0	0	0	0	2.0421170844929	0	2.11424399841647	0.680877087968131	0	0	0	0	0	0
"ANGPTL1"	0	0	0	1.96712095815354	1.45339535345086	0	2.14493407592794	0	0	2.32985368712411	0	0	0	0	1.73377801007416	0	0	2.20616318433703	0	0	0	0	0	0	3.97186300578416	0	0	2.40245316583027	0	2.89881703274323	0	0	0	1.00477839626975	0	0	2.34081217434162	0	1.90350832836144	0	0.666043950614367	0	0	0	0	2.57199359828721	0	0	0	0	0	0	0	2.29021416953387	0	1.58973284135477	0	0	0	0	0	1.51537695203021
"ANXA1"	0	2.94880745714876	0	2.58777328339773	3.02847451697885	0	2.77776009383232	3.89338892588325	0	2.32985368712411	0	2.89074961544836	3.06280008569134	3.10638605347292	2.70711736521367	2.40382540604214	0	1.61748624561693	0	1.93755687852634	3.45044411946202	0	1.9140282541557	0	0	0	0	0	0	3.28574866909512	3.39234606353145	2.08841810464014	0	0	2.13205549835436	2.14471215529002	1.73955974323463	3.50429727953181	2.51921015701852	2.76531964901201	2.14852117387686	2.83095738596262	2.82217629803934	0	0	2.57199359828721	2.49718693891809	0	0	0	0	3.1622815318928	2.66818720706047	1.6935081435172	2.74513031640784	2.46229520340145	0	0	3.93182563272433	2.38079930126505	2.54127961337563	2.93149673681504
"ANXA2"	2.56809357792768	0	4.16654216959619	1.96712095815354	2.02223974671501	0	4.11629887686198	3.61247594983294	0	2.32985368712411	2.78059366209879	0	2.41534932603235	2.62496545469943	2.33447218499518	2.77870360668816	2.99149886123521	2.20616318433703	0	2.93520234422378	2.91434821331261	0	2.53057238575865	0	0	0	0	0	0	0	0	3.37719642044345	0	2.57407021823096	2.49718693891809	4.15622105499045	3.52234806679425	4.18229635709524	2.72611798288084	3.55594324899104	2.14852117387686	4.1720270676912	1.93586352124371	0	2.17964170677835	3.61834151330473	2.87482982910208	3.70903006982919	0	4.47971242599534	0	3.1622815318928	3.05025475493917	1.6935081435172	0	3.58690074756349	3.55904672250949	3.25889816697435	0	1.77609937832505	2.54127961337563	2.93149673681504
"ANXA4"	1.94883010990704	0	3.48878178667972	2.58777328339773	2.02223974671501	0	3.65603055463394	2.56642755433085	0	0	0	3.55573671287402	3.06280008569134	3.28121923685103	1.73377801007416	3.26436772375654	2.99149886123521	1.61748624561693	0	3.60143045099591	1.67881431977764	0	4.07420083629597	0	0	0	2.53270310735032	0	0	0	0	2.08841810464014	0	2.07004853471723	2.13205549835436	3.43908166497939	3.37310698435427	3.50429727953181	2.25801524284491	3.10292716779821	1.74617051740075	1.60752067267123	0	0	0	0	3.36282654880418	3.04008882372175	0	0	0	0	0	0	0	3.2720697509349	0	2.87246613470874	0	2.75495376347876	1.92394980709506	2.45559876303423
"APOA1"	0	0	0	0	2.38258241729151	0	0	3.22041310418709	3.1622815318928	0	2.78059366209879	2.89074961544836	0	0	0	1.79719676565528	3.48203519463206	1.61748624561693	0	0	1.67881431977764	0	0	0	0	0	0	0	0	0	2.35882780460746	0	0	0	0	0	0	0	0	0	1.06230891241267	2.19509408385393	0	0	2.17964170677835	0	0	2.03283462619696	0	0	0	0	0	1.6935081435172	0	1.36783229828016	0	2.23433661255518	0	0	0	0
